Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Avishka Fernando,784369,c Paul b Joseph,127,123,10,0,103.25,0
Dimuth Karunaratne (c),227772,c Allen b Cottrell,1,8,0,0,12.5,0
Kusal Perera †,300631,c †Hope b Cottrell,0,1,0,0,0.0,0
Kusal Mendis,629074,c †Hope b Joseph,119,119,12,0,100.0,0
Thisara Perera,233514, b Cottrell,36,25,4,0,144.0,0
Angelo Mathews,49764, b Joseph,1,2,0,0,50.0,0
Dhananjaya de Silva,465793, b Cottrell,12,5,2,0,240.0,0
PWH de Silva,784379,run out (†Hope/Cottrell),17,10,3,0,170.0,0
Isuru Udana,328026,not out ,17,9,2,0,188.89,0
Shai Hope †,581379,c Karunaratne b Mathews,51,65,5,0,78.46,1
Sunil Ambris,348054,run out (Mathews/Udana),17,24,1,0,70.83,1
Darren Bravo,277472,c DM de Silva b PWH de Silva,16,23,1,0,69.57,1
Roston Chase,391832, b Sandakan,20,30,1,0,66.67,1
Nicholas Pooran,604302,c Mathews b Sandakan,31,41,3,0,75.61,1
Kieron Pollard (c),230559, b PWH de Silva,0,1,0,0,0.0,1
Jason Holder,391485, b PWH de Silva,3,8,0,0,37.5,1
Keemo Paul,677081, b Pradeep,21,27,3,0,77.78,1
Fabian Allen,670013,c NLTC Perera b Sandakan,17,14,2,1,121.43,1
Alzarri Joseph,670031, b Pradeep,0,3,0,0,0.0,1
Sheldon Cottrell,495551,not out ,0,0,0,0,,1
