Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jake Weatherald,781285,c Cooper b Mohammad Nabi,27,12,4,1,225.0,0
Phil Salt,669365,c Cooper b Wildermuth,18,12,2,1,150.0,0
Travis Head (c),530011,c Mennie b Boyce,22,20,3,0,110.0,0
Jonathan Wells,233680,c Webster b Mennie,58,38,5,1,152.63,0
Harry Nielsen †,713195,c Webster b Patel,4,9,0,0,44.44,0
Matthew Short,605575,run out (Cooper/Mennie),41,28,1,3,146.43,0
Rashid Khan,793463,not out ,2,1,0,0,200.0,0
Michael Neser,376169,not out ,0,0,0,0,,0
Shaun Marsh,6683, b Head,21,29,3,0,72.41,1
Marcus Harris,434813, b Head,4,4,1,0,100.0,1
Sam Harper †,772361, b Siddle,5,4,1,0,125.0,1
Beau Webster,381329,lbw b Rashid Khan,49,33,4,2,148.48,1
Mohammad Nabi,25913,c Siddle b Rashid Khan,6,11,0,0,54.55,1
Tom Cooper,219885,c Wells b Conway,1,3,0,0,33.33,1
Dan Christian (c),4864,c Neser b Siddle,2,7,0,0,28.57,1
Samit Patel,18632,c Weatherald b Siddle,8,10,1,0,80.0,1
Jack Wildermuth,570854,lbw b Neser,1,2,0,0,50.0,1
Cameron Boyce,326625,not out ,1,1,0,0,100.0,1
Joe Mennie,439288,run out (Agar/†Nielsen),1,2,0,0,50.0,1
