Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889, b Maxwell,51,27,44,4,4,188.89,0
Shikhar Dhawan,28235,c Maxwell b MM Sharma,77,48,63,9,1,160.42,0
Kane Williamson,277906,not out ,54,27,44,4,2,200.0,0
Yuvraj Singh,36084,c Patel b Maxwell,15,12,11,2,0,125.0,0
Moises Henriques,5961,not out ,7,6,13,0,0,116.67,0
Martin Guptill,226492,c Henriques b Kumar,23,11,11,4,1,209.09,1
Manan Vohra,532856,c Kaul b Nehra,3,6,18,0,0,50.0,1
Shaun Marsh,6683,c Hooda b Kumar,84,50,62,14,2,168.0,1
Glenn Maxwell (c),325026,c Nehra b Kaul,0,2,6,0,0,0.0,1
Eoin Morgan,24598,c Hooda b Rashid Khan,26,21,33,2,1,123.81,1
Wriddhiman Saha †,279810, b Kaul,2,4,8,0,0,50.0,1
Axar Patel,554691,c Warner b Kaul,16,9,19,2,0,177.78,1
Anureet Singh,376324,c Williamson b Nehra,15,12,23,2,0,125.0,1
Mohit Sharma,537119,c Hooda b Nehra,2,4,7,0,0,50.0,1
Ishant Sharma,236779,not out ,5,2,1,1,0,250.0,1
