Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ajinkya Rahane (c),277916,st †Karthik b Rana,36,19,5,1,189.47,0
D'Arcy Short,308798, b Rana,44,43,5,1,102.33,0
Sanju Samson,425943,c Kuldeep Yadav b Shivam Mavi,7,8,1,0,87.5,0
Rahul Tripathi,446763,c Russell b Kuldeep Yadav,15,11,2,0,136.36,0
Ben Stokes,311158,c Rana b Chawla,14,11,0,1,127.27,0
Jos Buttler †,308967,not out ,24,18,2,0,133.33,0
Krishnappa Gowtham,424377,c Shivam Mavi b Curran,12,7,0,1,171.43,0
Shreyas Gopal,344580, b Curran,0,1,0,0,0.0,0
Dhawal Kulkarni,277955,run out (Shubman Gill/Shivam Mavi),3,3,0,0,100.0,0
Jaydev Unadkat,390484,not out ,0,0,0,0,,0
Sunil Narine,230558,run out (Unadkat/†Buttler),35,25,5,1,140.0,1
Chris Lynn,326637, b Gowtham,0,2,0,0,0.0,1
Robin Uthappa,35582,c Stokes b Gowtham,48,36,6,2,133.33,1
Nitish Rana,604527,not out ,35,27,2,1,129.63,1
Dinesh Karthik (c)†,30045,not out ,42,23,2,2,182.61,1
