Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Shan Masood,233901, b MVT Fernando,5,15,34,1,0,33.33,0
Abid Ali,39950,lbw b Kumara,38,66,105,7,1,57.58,0
Azhar Ali (c),39037, b MVT Fernando,0,2,3,0,0,0.0,0
Babar Azam,348144,st †Dickwella b Embuldeniya,60,96,146,8,1,62.5,0
Asad Shafiq,316397,c MVT Fernando b Kumara,63,126,168,6,0,50.0,0
Haris Sohail,318788,lbw b Embuldeniya,9,30,49,0,1,30.0,0
Mohammad Rizwan †,323389, b Kumara,4,2,5,1,0,200.0,0
Yasir Shah,43685,lbw b Kumara,0,1,1,0,0,0.0,0
Mohammad Abbas,389666,c de Silva b Embuldeniya,0,9,18,0,0,0.0,0
Shaheen Shah Afridi,1072470,c Mathews b Embuldeniya,5,9,20,1,0,55.56,0
Naseem Shah,1158088,not out ,1,1,8,0,0,100.0,0
Oshada Fernando,366725,c †Mohammad Rizwan b Shaheen Shah Afridi,4,19,30,0,0,21.05,1
Dimuth Karunaratne (c),227772, b Mohammad Abbas,25,42,58,4,0,59.52,1
Kusal Mendis,629074,c Haris Sohail b Mohammad Abbas,13,27,51,1,0,48.15,1
Angelo Mathews,49764,c †Mohammad Rizwan b Shaheen Shah Afridi,13,44,83,1,0,29.55,1
Lasith Embuldeniya,848109,c Asad Shafiq b Mohammad Abbas,13,34,47,1,0,38.24,1
Dinesh Chandimal,300628,c Shan Masood b Haris Sohail,74,143,201,10,0,51.75,1
Dhananjaya de Silva,465793,c Mohammad Abbas b Shaheen Shah Afridi,32,56,79,2,1,57.14,1
Niroshan Dickwella †,429754, b Mohammad Abbas,21,35,50,3,0,60.0,1
Dilruwan Perera,49920,lbw b Shaheen Shah Afridi,48,84,124,6,1,57.14,1
Vishwa Fernando,465783,not out ,5,32,66,0,0,15.62,1
Lahiru Kumara,784375, b Shaheen Shah Afridi,0,2,3,0,0,0.0,1
Shan Masood,233901,c BOP Fernando b Kumara,135,198,299,7,3,68.18,2
Abid Ali,39950,lbw b Kumara,174,281,390,21,1,61.92,2
Azhar Ali (c),39037,st †Dickwella b Embuldeniya,118,157,226,13,0,75.16,2
Babar Azam,348144,not out ,100,131,168,7,1,76.34,2
Mohammad Rizwan †,323389,not out ,21,19,32,2,0,110.53,2
Dimuth Karunaratne (c),227772,c †Mohammad Rizwan b Mohammad Abbas,16,28,47,2,0,57.14,3
Oshada Fernando,366725,c Asad Shafiq b Yasir Shah,102,180,277,13,0,56.67,3
Kusal Mendis,629074,c Babar Azam b Naseem Shah,0,4,6,0,0,0.0,3
Angelo Mathews,49764,c †Mohammad Rizwan b Shaheen Shah Afridi,19,33,46,1,0,57.58,3
Dinesh Chandimal,300628,lbw b Naseem Shah,2,29,38,0,0,6.9,3
Dhananjaya de Silva,465793, b Yasir Shah,0,8,8,0,0,0.0,3
Niroshan Dickwella †,429754, b Haris Sohail,65,76,105,11,0,85.53,3
Dilruwan Perera,49920,c †Mohammad Rizwan b Naseem Shah,5,8,16,1,0,62.5,3
Lasith Embuldeniya,848109,c †Mohammad Rizwan b Naseem Shah,0,1,2,0,0,0.0,3
Vishwa Fernando,465783,lbw b Naseem Shah,0,9,14,0,0,0.0,3
Lahiru Kumara,784375,not out ,0,1,6,0,0,0.0,3
