Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,st †Taylor b Cremer,76,105,6,0,72.38,0
Anamul Haque,380354,lbw b Jarvis,1,7,0,0,14.29,0
Shakib Al Hasan,56143,st †Taylor b Sikandar Raza,51,80,6,0,63.75,0
Mushfiqur Rahim †,56029,c Muzarabani b Cremer,18,25,0,1,72.0,0
Mahmudullah,56025,lbw b Cremer,2,7,0,0,28.57,0
Sabbir Rahman,373538,c Ervine b Jarvis,6,11,0,0,54.55,0
Nasir Hossain,300618,c †Taylor b Jarvis,2,8,0,0,25.0,0
Mashrafe Mortaza (c),56007,c †Taylor b Cremer,0,8,0,0,0.0,0
Sunzamul Islam,380974,c Muzarabani b Chatara,19,24,3,0,79.17,0
Mustafizur Rahman,330902,not out ,18,22,2,0,81.82,0
Rubel Hossain,300619,not out ,8,4,0,1,200.0,0
Hamilton Masakadza,55608,c Sabbir Rahman b Mashrafe Mortaza,5,15,0,0,33.33,1
Solomon Mire,290462, b Shakib Al Hasan,7,22,0,0,31.82,1
Craig Ervine,55412,c Sabbir Rahman b Mashrafe Mortaza,11,15,2,0,73.33,1
Brendan Taylor †,55814,lbw b Shakib Al Hasan,0,1,0,0,0.0,1
Sikandar Raza,299572, b Mustafizur Rahman,39,59,4,1,66.1,1
Peter Moor,333000,lbw b Sunzamul Islam,14,42,1,0,33.33,1
Malcolm Waller,55872,lbw b Sunzamul Islam,0,1,0,0,0.0,1
Graeme Cremer (c),55346,lbw b Rubel Hossain,23,31,3,0,74.19,1
Kyle Jarvis,332996,c Mahmudullah b Mustafizur Rahman,10,19,1,0,52.63,1
Tendai Chatara,425639,c Sabbir Rahman b Shakib Al Hasan,8,13,2,0,61.54,1
Blessing Muzarabani,827051,not out ,0,1,0,0,0.0,1
