Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Hales,249866,c Samson b Gowtham,45,39,4,0,115.38,0
Shikhar Dhawan,28235, b Gowtham,6,4,1,0,150.0,0
Kane Williamson (c),277906,c †Buttler b Sodhi,63,43,7,2,146.51,0
Manish Pandey,290630,c Rahane b Unadkat,16,15,1,0,106.67,0
Shakib Al Hasan,56143, b Archer,6,6,1,0,100.0,0
Yusuf Pathan,32498,c Kulkarni b Archer,2,3,0,0,66.67,0
Wriddhiman Saha †,279810,not out ,11,7,1,0,157.14,0
Rashid Khan,793463,c Stokes b Archer,1,3,0,0,33.33,0
Basil Thampi,732291,not out ,0,0,0,0,,0
Ajinkya Rahane (c),277916,not out ,65,53,5,1,122.64,1
Rahul Tripathi,446763, b Sandeep Sharma,4,5,0,0,80.0,1
Sanju Samson,425943,c Hales b Kaul,40,30,3,1,133.33,1
Ben Stokes,311158, b Pathan,0,3,0,0,0.0,1
Jos Buttler †,308967,c Dhawan b Rashid Khan,10,11,0,0,90.91,1
Mahipal Lomror,853265,c †Saha b Kaul,11,12,0,0,91.67,1
Krishnappa Gowtham,424377,c Dhawan b Basil Thampi,8,5,1,0,160.0,1
Jofra Archer,669855,not out ,1,1,0,0,100.0,1
