Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Josh Inglis,662235,c Cutting b Kuhnemann,9,11,0,0,81.82,0
Shaun Marsh,6683,c Kuhnemann b Mujeeb Ur Rahman,2,6,0,0,33.33,0
Cameron Bancroft †,501011, b Mujeeb Ur Rahman,32,24,4,0,133.33,0
Ashton Turner,500268,c Bryant b Mujeeb Ur Rahman,2,4,0,0,50.0,0
Mitchell Marsh (c),272450,c Renshaw b Cutting,15,15,2,0,100.0,0
Nick Hobson,779929,c †Peirson b Lalor,43,35,2,1,122.86,0
Clint Hinchliffe,774217,c Lynn b Kuhnemann,9,12,0,0,75.0,0
Andrew Tye,459508,c Lynn b Lalor,4,6,0,0,66.67,0
Matthew Kelly,638912,c Renshaw b Lalor,2,3,0,0,66.67,0
Jason Behrendorff,272477,not out ,3,2,0,0,150.0,0
Usman Qadir,348152,not out ,1,2,0,0,50.0,0
Max Bryant,1088608,c Inglis b Hinchliffe,26,27,2,1,96.3,1
Ben Cutting,230371,c Behrendorff b Usman Qadir,12,12,3,0,100.0,1
Chris Lynn (c),326637,not out ,56,39,3,4,143.59,1
Brendon McCullum,37737, b Kelly,3,7,0,0,42.86,1
Matt Renshaw,722303, b Kelly,15,13,0,1,115.38,1
Alex Ross,333624,not out ,8,7,1,0,114.29,1
