Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Lendl Simmons,53116,c McClenaghan b Sohail Khan,55,39,8,1,141.03,0
Joe Denly,12454,c McCullum b Yasir Shah,3,4,0,0,75.0,0
Babar Azam,348144,c Narine b Sohail Khan,61,49,6,1,124.49,0
Colin Ingram,45705,c †Gulraiz Sadaf b Sohail Khan,12,13,1,0,92.31,0
Ravi Bopara,10582,not out ,13,11,2,0,118.18,0
Shahid Afridi,42639, b Shaheen Shah Afridi,6,2,0,1,300.0,0
Imad Wasim (c),227758,not out ,1,2,0,0,50.0,0
Fakhar Zaman,512191,c Ingram b Imad Wasim,28,26,1,2,107.69,1
Anton Devcich,36948, b Mohammad Irfan,24,14,5,0,171.43,1
Agha Salman,623977,c Simmons b Usman Shinwari,50,45,4,1,111.11,1
Sunil Narine,230558,lbw b Mohammad Irfan,6,7,0,0,85.71,1
Brendon McCullum (c),37737,c Simmons b Usman Shinwari,15,17,0,1,88.24,1
Sohail Akhtar,532424,not out ,15,8,1,1,187.5,1
Sohail Khan,317252,c Imad Wasim b Mohammad Amir,0,1,0,0,0.0,1
Mitchell McClenaghan,319439,run out (†Mohammad Rizwan),4,2,1,0,200.0,1
Gulraiz Sadaf †,279506,run out (Usman Shinwari/†Mohammad Rizwan),2,2,0,0,100.0,1
