Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
James Vince,296597,c Mujeeb Ur Rahman b Dawlat Zadran,26,31,37,3,0,83.87,0
Jonny Bairstow,297433,c & b Gulbadin Naib,90,99,115,8,3,90.91,0
Joe Root,303669,c Rahmat Shah b Gulbadin Naib,88,82,155,5,1,107.32,0
Eoin Morgan (c),24598,c Rahmat Shah b Gulbadin Naib,148,71,77,4,17,208.45,0
Jos Buttler †,308967,c Mohammad Nabi b Dawlat Zadran,2,2,8,0,0,100.0,0
Ben Stokes,311158, b Dawlat Zadran,2,6,14,0,0,33.33,0
Moeen Ali,8917,not out ,31,9,15,1,4,344.44,0
Chris Woakes,247235,not out ,1,1,6,0,0,100.0,0
Noor Ali Zadran,318340, b Archer,0,7,8,0,0,0.0,1
Gulbadin Naib (c),352048,c †Buttler b Wood,37,28,52,4,1,132.14,1
Rahmat Shah,533956,c Bairstow b Rashid,46,74,98,3,1,62.16,1
Hashmatullah Shahidi,440970, b Archer,76,100,145,5,2,76.0,1
Asghar Afghan,320652,c Root b Rashid,44,48,68,3,2,91.67,1
Mohammad Nabi,25913,c Stokes b Rashid,9,7,8,0,1,128.57,1
Najibullah Zadran,524049, b Wood,15,13,21,0,1,115.38,1
Rashid Khan,793463,c Bairstow b Archer,8,13,19,1,0,61.54,1
Ikram Alikhil †,935553,not out ,3,10,18,0,0,30.0,1
Dawlat Zadran,516561,not out ,0,0,2,0,0,,1
