Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chris Lynn,326637, b Jadeja,22,16,4,0,137.5,0
Sunil Narine,230558,c Raina b Harbhajan Singh,12,4,0,2,300.0,0
Robin Uthappa,35582,run out (Raina),29,16,2,3,181.25,0
Nitish Rana,604527,c †Dhoni b Watson,16,14,2,0,114.29,0
Dinesh Karthik (c)†,30045,lbw b Watson,26,25,2,1,104.0,0
Rinku Singh,723105,c Bravo b Thakur,2,4,0,0,50.0,0
Andre Russell,276298,not out ,88,36,1,11,244.44,0
Tom Curran,550235,not out ,2,5,0,0,40.0,0
Shane Watson,8180,c Singh b Curran,42,19,3,3,221.05,1
Ambati Rayudu,33141,c sub (Shivam Mavi) b Kuldeep Yadav,39,26,3,2,150.0,1
Suresh Raina,33335,c Vinay Kumar b Narine,14,12,0,1,116.67,1
MS Dhoni (c)†,28081,c †Karthik b Chawla,25,28,1,1,89.29,1
Sam Billings,297628,c Uthappa b Curran,56,23,2,5,243.48,1
Ravindra Jadeja,234675,not out ,11,7,0,1,157.14,1
Dwayne Bravo,51439,not out ,11,5,0,1,220.0,1
