Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c †Mosehle b Morkel,8,8,10,1,0,100.0,0
Alex Hales,249866,c Miller b Phehlukwayo,36,28,63,2,2,128.57,0
Dawid Malan,236489,c Paterson b Imran Tahir,78,44,60,12,2,177.27,0
Jos Buttler (c)†,308967,c Smuts b Paterson,31,22,35,1,2,140.91,0
Sam Billings,297628,c de Villiers b Paterson,12,11,19,0,1,109.09,0
Liam Livingstone,403902, b Paterson,0,1,2,0,0,0.0,0
Liam Plunkett,19264,c Miller b Phehlukwayo,0,2,6,0,0,0.0,0
David Willey,308251, b Paterson,1,2,5,0,0,50.0,0
Chris Jordan,288992,not out ,0,0,3,0,0,,0
Tom Curran,550235,not out ,1,2,2,0,0,50.0,0
JJ Smuts,280490,c Malan b Plunkett,29,30,38,2,1,96.67,1
Reeza Hendricks,269280,c Plunkett b Curran,0,5,9,0,0,0.0,1
Chris Morris,439952,c Hales b Jordan,8,9,12,1,0,88.89,1
AB de Villiers (c),44936,c Hales b Crane,35,19,27,2,2,184.21,1
David Miller,321777,c †Buttler b Jordan,7,6,13,0,0,116.67,1
Farhaan Behardien,44410,c Billings b Jordan,3,8,15,0,0,37.5,1
Mangaliso Mosehle †,327832,c Billings b Curran,36,22,36,1,4,163.64,1
Andile Phehlukwayo,540316,not out ,27,20,32,4,0,135.0,1
Morne Morkel,46538,not out ,5,2,6,1,0,250.0,1
