Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Bairstow b Plunkett,36,41,57,5,1,87.8,0
Evin Lewis,431901, b Woakes,2,8,14,0,0,25.0,0
Shai Hope †,581379,lbw b Wood,11,30,47,1,0,36.67,0
Nicholas Pooran,604302,c †Buttler b Archer,63,78,116,3,1,80.77,0
Shimron Hetmyer,670025,c & b Root,39,48,70,4,0,81.25,0
Jason Holder (c),391485,c & b Root,9,10,9,0,1,90.0,0
Andre Russell,276298,c Woakes b Wood,21,16,19,1,2,131.25,0
Carlos Brathwaite,457249,c †Buttler b Archer,14,22,39,0,1,63.64,0
Sheldon Cottrell,495551,lbw b Archer,0,1,3,0,0,0.0,0
Oshane Thomas,914567,not out ,0,11,23,0,0,0.0,0
Shannon Gabriel,446101, b Wood,0,3,7,0,0,0.0,0
Jonny Bairstow,297433,c Brathwaite b Gabriel,45,46,72,7,0,97.83,1
Joe Root,303669,not out ,100,94,164,11,0,106.38,1
Chris Woakes,247235,c sub (FA Allen) b Gabriel,40,54,78,4,0,74.07,1
Ben Stokes,311158,not out ,10,6,12,2,0,166.67,1
