Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Suryakumar Yadav,446507,c †Karthik b Russell,59,39,7,2,151.28,0
Evin Lewis,431901,c Lynn b Russell,43,28,5,2,153.57,0
Rohit Sharma (c),34102,c sub (RK Singh) b Narine,11,11,1,0,100.0,0
Hardik Pandya,625371,not out ,35,20,4,1,175.0,0
Krunal Pandya,471342,c Shubman Gill b Narine,14,11,1,1,127.27,0
Jean-Paul Duminy,44932,not out ,13,11,0,1,118.18,0
Chris Lynn,326637,c Bumrah b McClenaghan,17,13,4,0,130.77,1
Shubman Gill,1070173,c KH Pandya b HH Pandya,7,5,1,0,140.0,1
Robin Uthappa,35582,c Cutting b Markande,54,35,6,3,154.29,1
Nitish Rana,604527,c Bumrah b HH Pandya,31,27,3,1,114.81,1
Dinesh Karthik (c)†,30045,not out ,36,26,5,1,138.46,1
Andre Russell,276298,c KH Pandya b Bumrah,9,10,1,0,90.0,1
Sunil Narine,230558,c Sharma b KH Pandya,5,4,1,0,125.0,1
Piyush Chawla,32966,not out ,0,0,0,0,,1
