Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c †Dickwella b Dananjaya,84,102,7,2,82.35,0
Anamul Haque,380354,c †Dickwella b NLTC Perera,35,37,3,1,94.59,0
Shakib Al Hasan,56143,c & b Gunaratne,67,63,7,0,106.35,0
Mushfiqur Rahim †,56029, b NLTC Perera,62,52,4,1,119.23,0
Mahmudullah,56025,c NLTC Perera b Pradeep,24,23,2,1,104.35,0
Sabbir Rahman,373538,not out ,24,12,3,1,200.0,0
Mashrafe Mortaza (c),56007,c Dananjaya b Pradeep,6,5,1,0,120.0,0
Nasir Hossain,300618,lbw b NLTC Perera,0,1,0,0,0.0,0
Mohammad Saifuddin,629070,not out ,6,5,1,0,120.0,0
Kusal Perera,300631, b Nasir Hossain,1,3,0,0,33.33,1
Upul Tharanga,50747,c Mahmudullah b Mashrafe Mortaza,25,35,3,0,71.43,1
Kusal Mendis,629074,c Rubel Hossain b Mashrafe Mortaza,19,34,1,0,55.88,1
Niroshan Dickwella †,429754, b Mustafizur Rahman,16,22,0,0,72.73,1
Dinesh Chandimal (c),300628,run out (Shakib Al Hasan),28,39,0,1,71.79,1
Asela Gunaratne,360456,c Mohammad Saifuddin b Shakib Al Hasan,16,19,2,0,84.21,1
Thisara Perera,233514,c Mahmudullah b Shakib Al Hasan,29,14,3,2,207.14,1
PWH de Silva,784379,c †Mushfiqur Rahim b Shakib Al Hasan,0,1,0,0,0.0,1
Akila Dananjaya,574178,c Shakib Al Hasan b Rubel Hossain,14,17,3,0,82.35,1
Suranga Lakmal,49619, b Rubel Hossain,1,6,0,0,16.67,1
Nuwan Pradeep,324358,not out ,0,5,0,0,0.0,1
