Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dwayne Smith,53118,c Rana b McClenaghan,0,2,2,0,0,0.0,0
Brendon McCullum,37737, b Malinga,64,44,65,6,3,145.45,0
Suresh Raina (c),33335,c Sharma b Harbhajan Singh,28,29,49,2,0,96.55,0
Ishan Kishan,720471,c KH Pandya b McClenaghan,11,14,41,1,0,78.57,0
Dinesh Karthik †,30045,not out ,48,26,41,2,2,184.62,0
Jason Roy,298438,not out ,14,7,12,1,1,200.0,0
Parthiv Patel †,32242,c Roy b Kumar,0,2,1,0,0,0.0,1
Jos Buttler,308967,c McCullum b Patel,26,24,55,1,2,108.33,1
Nitish Rana,604527,c †Karthik b Tye,53,36,43,4,2,147.22,1
Rohit Sharma (c),34102,not out ,40,29,51,3,1,137.93,1
Kieron Pollard,230559,c Jadeja b Tye,39,23,32,2,3,169.57,1
Hardik Pandya,625371,not out ,6,3,8,1,0,200.0,1
