Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Shane Watson (c),8180, b Patel,1,4,3,0,0,25.0,0
Vishnu Vinod †,732293,c Maxwell b Sandeep Sharma,7,12,15,1,0,58.33,0
AB de Villiers,44936,not out ,89,46,93,3,9,193.48,0
Kedar Jadhav,290716,lbw b Aaron,1,4,9,0,0,25.0,0
Mandeep Singh,398506,c †Saha b Aaron,28,34,36,1,1,82.35,0
Stuart Binny,27223,not out ,18,20,34,1,1,90.0,0
Manan Vohra,532856,lbw b Mills,34,21,26,4,1,161.9,1
Hashim Amla,43906,not out ,58,38,64,4,3,152.63,1
Axar Patel,554691, b Chahal,9,6,12,0,1,150.0,1
Glenn Maxwell (c),325026,not out ,43,22,24,3,4,195.45,1
