Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821,c Sinclair b Bravo,56,42,53,4,2,133.33,0
Pathum Nissanka,1028655,run out (Bravo),37,23,50,4,1,160.87,0
Dinesh Chandimal,300628,c Simmons b Bravo,3,7,14,0,0,42.86,0
Angelo Mathews (c),49764,c Holder b McCoy,13,15,21,0,0,86.67,0
Ashen Bandara,958691,c Simmons b Holder,21,19,34,0,1,110.53,0
Thisara Perera,233514,run out (McCoy/Holder),2,3,9,0,0,66.67,0
PWH de Silva,784379,not out ,19,11,17,3,0,172.73,0
Niroshan Dickwella †,429754,not out ,0,0,3,0,0,,0
Lendl Simmons,53116,lbw b de Silva,21,19,34,2,1,110.53,1
Evin Lewis,431901, b Dananjaya,6,6,12,1,0,100.0,1
Chris Gayle,51880,c Bandara b de Silva,16,16,18,2,1,100.0,1
Nicholas Pooran †,604302, b Chameera,8,15,26,0,0,53.33,1
Jason Holder,391485,c Dananjaya b Gunathilaka,9,5,10,0,1,180.0,1
Dwayne Bravo,51439,c Mathews b Chameera,2,4,9,0,0,50.0,1
Kieron Pollard (c),230559,c Chandimal b Sandakan,13,15,31,0,1,86.67,1
Fabian Allen,670013,lbw b de Silva,12,17,20,0,1,70.59,1
Kevin Sinclair,1206110,c Nissanka b Sandakan,3,8,19,0,0,37.5,1
Obed McCoy,906783, b Sandakan,23,7,8,2,2,328.57,1
Fidel Edwards,51782,not out ,1,2,4,0,0,50.0,1
