Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Lynn,326637,lbw b Chahar,0,5,6,0,0,0.0,0
Sunil Narine,230558,c Chahar b Harbhajan Singh,6,5,10,0,0,120.0,0
Robin Uthappa,35582,c Jadhav b Chahar,11,9,18,2,0,122.22,0
Nitish Rana,604527,c Rayudu b Chahar,0,3,5,0,0,0.0,0
Dinesh Karthik (c)†,30045,c Harbhajan Singh b Imran Tahir,19,21,27,3,0,90.48,0
Shubman Gill,1070173,st †Dhoni b Imran Tahir,9,12,24,0,0,75.0,0
Andre Russell,276298,not out ,50,44,59,5,3,113.64,0
Piyush Chawla,32966,st †Dhoni b Harbhajan Singh,8,13,25,0,1,61.54,0
Kuldeep Yadav,559235,run out (Rayudu/Harbhajan Singh),0,1,2,0,0,0.0,0
Prasidh Krishna,917159,c Harbhajan Singh b Jadeja,0,2,5,0,0,0.0,0
Harry Gurney,244639,not out ,1,5,22,0,0,20.0,0
Shane Watson,8180,c Chawla b Narine,17,9,10,2,1,188.89,1
Faf du Plessis,44828,not out ,43,45,89,3,0,95.56,1
Suresh Raina,33335,c Chawla b Narine,14,13,13,1,1,107.69,1
Ambati Rayudu,33141,c Rana b Chawla,21,31,49,2,0,67.74,1
Kedar Jadhav,290716,not out ,8,8,16,1,0,100.0,1
