Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kumar Sangakkara †,50710,c Hassan Khan b Mohammad Nawaz,0,1,0,0,0.0,0
Ahmed Shehzad,259410,c †Sarfraz Ahmed b Anwar Ali,1,7,0,0,14.29,0
Sohaib Maqsood,43266,lbw b Laughlin,27,33,2,1,81.82,0
Sohail Tanvir,43265, b Watson,19,15,1,1,126.67,0
Shoaib Malik (c),42657,not out ,65,43,4,3,151.16,0
Ross Whiteley,288617,c Laughlin b Rahat Ali,16,15,0,1,106.67,0
Kieron Pollard,230559,not out ,15,6,1,1,250.0,0
Asad Shafiq,316397,c Imran Tahir b Umar Gul,20,20,4,0,100.0,1
Shane Watson,8180,c Saif Badar b Umar Gul,26,26,5,0,100.0,1
Kevin Pietersen,19296,lbw b Shoaib Malik,5,10,0,0,50.0,1
Rilee Rossouw,318845,c Whiteley b Umar Gul,27,24,2,1,112.5,1
Rameez Raja,232489, b Imran Tahir,22,14,2,1,157.14,1
Sarfaraz Ahmed (c)†,227760,c sub (Shan Masood) b Umar Gul,11,10,0,0,110.0,1
Anwar Ali,232491,c Imran Tahir b Umar Gul,15,8,1,1,187.5,1
Mohammad Nawaz,348148,c Pollard b Umar Gul,11,4,1,1,275.0,1
Hassan Khan,959789,not out ,9,3,0,1,300.0,1
Ben Laughlin,315623,not out ,3,2,0,0,150.0,1
