Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite (c),348024, b Chameera,126,311,514,13,0,40.51,0
John Campbell,348026,c †Dickwella b Lakmal,5,24,33,1,0,20.83,0
Nkrumah Bonner,314650, b Lakmal,0,6,10,0,0,0.0,0
Kyle Mayers,348056,c †Dickwella b MVT Fernando,49,61,88,8,0,80.33,0
Jermaine Blackwood,431909,c †Dickwella b Lakmal,18,29,48,2,1,62.07,0
Jason Holder,391485,c Thirimanne b de Silva,30,34,56,5,0,88.24,0
Joshua Da Silva †,1168667,c †Dickwella b Chameera,1,35,35,0,0,2.86,0
Alzarri Joseph,670031,lbw b Embuldeniya,29,41,44,3,1,70.73,0
Rahkeem Cornwall,494581,c MVT Fernando b Lakmal,73,92,153,10,1,79.35,0
Kemar Roach,230553,c †Dickwella b Chameera,9,36,41,1,0,25.0,0
Shannon Gabriel,446101,not out ,1,5,7,0,0,20.0,0
Dimuth Karunaratne (c),227772,c Bonner b Joseph,1,17,41,0,0,5.88,1
Lahiru Thirimanne,301236, b Roach,55,106,162,6,0,51.89,1
Oshada Fernando,366725,lbw b Mayers,18,71,96,1,0,25.35,1
Dinesh Chandimal,300628,c sub (HR Walsh) b Gabriel,44,101,173,6,0,43.56,1
Dhananjaya de Silva,465793,lbw b Blackwood,39,140,205,3,0,27.86,1
Pathum Nissanka,1028655,c sub (HR Walsh) b Roach,51,131,192,4,0,38.93,1
Niroshan Dickwella †,429754,c †Da Silva b Holder,20,25,42,2,0,80.0,1
Suranga Lakmal,49619,c Brathwaite b Joseph,6,9,13,1,0,66.67,1
Dushmantha Chameera,552152,c †Da Silva b Holder,2,26,33,0,0,7.69,1
Lasith Embuldeniya,848109,not out ,5,21,47,1,0,23.81,1
Vishwa Fernando,465783,c †Da Silva b Roach,0,2,4,0,0,0.0,1
Kraigg Brathwaite (c),348024, b Chameera,85,196,299,4,0,43.37,2
John Campbell,348026,c †Dickwella b Lakmal,10,25,39,1,0,40.0,2
Jermaine Blackwood,431909,c †Dickwella b Chameera,18,41,64,2,0,43.9,2
Kyle Mayers,348056,lbw b Lakmal,55,76,102,8,0,72.37,2
Jason Holder,391485,not out ,71,88,136,7,0,80.68,2
Joshua Da Silva †,1168667,not out ,20,16,40,2,0,125.0,2
Lahiru Thirimanne,301236,c Cornwall b Joseph,39,114,165,5,0,34.21,3
Dimuth Karunaratne (c),227772,lbw b Mayers,75,176,244,9,0,42.61,3
Oshada Fernando,366725,not out ,66,119,161,8,0,55.46,3
Dinesh Chandimal,300628,not out ,10,66,82,1,0,15.15,3
