Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492, b Stoinis,61,73,107,8,0,83.56,0
Tom Latham †,388802,c †Handscomb b Starc,7,9,14,1,0,77.78,0
Kane Williamson (c),277906,c Maxwell b Stoinis,24,34,48,2,0,70.59,0
Ross Taylor,38699, b Head,16,24,38,1,0,66.67,0
Neil Broom,36581,c Starc b Faulkner,73,75,120,4,3,97.33,0
Colin Munro,232359,c Finch b Stoinis,2,6,6,0,0,33.33,0
James Neesham,355269,c Head b Hazlewood,48,45,58,6,0,106.67,0
Mitchell Santner,502714,c Maxwell b Cummins,7,19,34,0,0,36.84,0
Tim Southee,232364,c Faulkner b Cummins,0,2,1,0,0,0.0,0
Lockie Ferguson,493773,not out ,3,6,17,0,0,50.0,0
Trent Boult,277912,not out ,16,7,5,2,1,228.57,0
Aaron Finch (c),5334,c Neesham b Boult,4,7,12,0,0,57.14,1
Travis Head,530011,c Munro b Boult,5,15,16,1,0,33.33,1
Shaun Marsh,6683,st †Latham b Santner,16,21,37,3,0,76.19,1
Peter Handscomb †,334337,c †Latham b Southee,7,7,11,1,0,100.0,1
Glenn Maxwell,325026,c †Latham b Ferguson,20,24,27,3,0,83.33,1
Sam Heazlett,826679,c †Latham b Ferguson,4,11,27,0,0,36.36,1
Marcus Stoinis,325012,not out ,146,117,161,9,11,124.79,1
James Faulkner,270484, b Munro,25,49,69,1,0,51.02,1
Pat Cummins,489889,st †Latham b Santner,36,28,30,5,1,128.57,1
Mitchell Starc,311592,c Neesham b Santner,3,3,11,0,0,100.0,1
Josh Hazlewood,288284,run out (Williamson),0,0,26,0,0,,1
