Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Maxwell b Starc,0,1,1,0,0,0.0,0
Jonny Bairstow,297433, b Cummins,112,126,177,12,2,88.89,0
Joe Root,303669,lbw b Starc,0,1,1,0,0,0.0,0
Eoin Morgan (c),24598,c Starc b Zampa,23,28,47,4,0,82.14,0
Jos Buttler †,308967,c Finch b Zampa,8,20,32,0,0,40.0,0
Sam Billings,297628,c Marsh b Zampa,57,58,83,4,2,98.28,0
Chris Woakes,247235,not out ,53,39,57,6,0,135.9,0
Tom Curran,550235, b Starc,19,19,29,0,1,100.0,0
Adil Rashid,244497,not out ,11,9,16,0,1,122.22,0
David Warner,219889, b Root,24,32,51,3,0,75.0,1
Aaron Finch (c),5334,lbw b Woakes,12,9,14,2,0,133.33,1
Marcus Stoinis,325012,c Morgan b Woakes,4,7,11,1,0,57.14,1
Marnus Labuschagne,787987,run out (Billings/†Buttler),20,31,57,1,0,64.52,1
Mitchell Marsh,272450,c †Buttler b Root,2,8,9,0,0,25.0,1
Alex Carey †,326434,c Wood b Archer,106,114,168,7,2,92.98,1
Glenn Maxwell,325026,c Curran b Rashid,108,90,138,4,7,120.0,1
Pat Cummins,489889,not out ,4,5,13,0,0,80.0,1
Mitchell Starc,311592,not out ,11,3,3,1,1,366.67,1
