Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tim Paine (c)†,7252,c Patterson b McKay,4,5,1,0,80.0,0
D'Arcy Short,308798,c †Lenton b Cummins,0,1,0,0,0.0,0
Ben McDermott,603410,run out (†Lenton/Fawad Ahmed),31,21,4,1,147.62,0
George Bailey,4451,not out ,69,54,7,1,127.78,0
Dan Christian,4864,c Gibson b Brathwaite,16,16,1,0,100.0,0
Jonathan Wells,233680,c McKay b Brathwaite,26,17,3,0,152.94,0
Beau Webster,381329,run out (Cummins/Watson),1,2,0,0,50.0,0
Cameron Boyce,326625, b Cummins,0,1,0,0,0.0,0
Clive Rose,288285,run out (Fawad Ahmed/†Lenton),8,3,0,1,266.67,0
Kurtis Patterson,505110,c †Paine b Broad,23,18,3,0,127.78,1
James Vince,296597,c Short b Boyce,44,28,6,1,157.14,1
Shane Watson (c),8180,c †Paine b Christian,55,31,2,5,177.42,1
Ben Rohrer,7547,not out ,28,20,2,1,140.0,1
Carlos Brathwaite,457249,c Webster b Boyce,6,4,0,0,150.0,1
Pat Cummins,489889,not out ,1,1,0,0,100.0,1
