Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Paul Stirling,303427,c Hetmyer b Cottrell,17,15,2,1,113.33,0
Kevin O'Brien,24605,c Hetmyer b Shepherd,4,7,1,0,57.14,0
Andy Balbirnie (c),303423,c Shepherd b Pollard,36,32,4,0,112.5,0
Gareth Delany,1099379,c Pierre b Pollard,44,22,1,5,200.0,0
Harry Tector,961407,run out (†Pooran),31,23,0,2,134.78,0
Gary Wilson †,24609, b Pollard,5,7,0,0,71.43,0
George Dockrell,348034,c & b Pollard,2,3,0,0,66.67,0
Simi Singh,1005257,c †Pooran b Cottrell,4,3,0,0,133.33,0
Barry McCarthy,348059,run out (†Pooran/Cottrell),0,1,0,0,0.0,0
Josh Little,928067,not out ,0,1,0,0,0.0,0
Lendl Simmons,53116,c Tector b Stirling,10,5,1,1,200.0,1
Evin Lewis,431901,not out ,2,3,0,0,66.67,1
Shimron Hetmyer,670025,not out ,4,5,0,0,80.0,1
