Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam,348144,run out (Patel),27,21,4,0,128.57,0
Colin Munro,232359,c Hussain Talat b Rumman Raees,0,1,0,0,0.0,0
Awais Zia,278491,c Patel b Muhammad Musa,3,9,0,0,33.33,0
Colin Ingram,45705,c Rumman Raees b Faheem Ashraf,5,6,1,0,83.33,0
Liam Livingstone,403902, b Faheem Ashraf,22,31,0,0,70.97,0
Ben Dunk †,388678,not out ,49,32,3,2,153.12,0
Imad Wasim (c),227758, b Faheem Ashraf,0,1,0,0,0.0,0
Aamer Yamin,434429,not out ,35,19,3,2,184.21,0
Luke Ronchi †,7502,not out ,67,35,8,3,191.43,1
Cameron Delport,322810,run out (Munro),0,3,0,0,0.0,1
Sahibzada Farhan,647785, b Imad Wasim,30,28,4,0,107.14,1
Hussain Talat,628240,st †Dunk b Imad Wasim,0,1,0,0,0.0,1
Samit Patel,18632,not out ,45,30,6,1,150.0,1
