Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Aaron Finch (c),5334,hit wicket b Muzarabani,172,76,16,10,226.32,0
D'Arcy Short,308798,c †Moor b Muzarabani,46,42,3,2,109.52,0
Glenn Maxwell,325026,not out ,0,1,0,0,0.0,0
Marcus Stoinis,325012,not out ,1,1,0,0,100.0,0
Chamu Chibhabha,55354,c †Carey b Richardson,18,10,1,1,180.0,1
Solomon Mire,290462,c Stoinis b Stanlake,28,19,5,1,147.37,1
Hamilton Masakadza (c),55608,st †Carey b Agar,12,14,1,0,85.71,1
Tarisai Musakanda,596375,lbw b Agar,10,7,0,1,142.86,1
Peter Moor †,333000,c & b Tye,19,11,2,1,172.73,1
Elton Chigumbura,55343,c Short b Tye,7,10,1,0,70.0,1
Ryan Burl,495964,c Richardson b Tye,10,15,1,0,66.67,1
Tendai Chisoro,235519,c Agar b Maxwell,6,7,0,1,85.71,1
Chris Mpofu,55633,c Short b Stoinis,3,16,0,0,18.75,1
Blessing Muzarabani,827051,not out ,1,2,0,0,50.0,1
John Nyumbu,55666,not out ,6,9,1,0,66.67,1
