Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,c Ihsanullah b Rashid Khan,41,43,3,0,95.35,0
Najmul Hossain Shanto,629058,c Rahmat Shah b Aftab Alam,6,18,0,0,33.33,0
Mohammad Mithun,269237,lbw b Mujeeb Ur Rahman,1,2,0,0,50.0,0
Mushfiqur Rahim †,56029,run out (Mohammad Nabi/Rashid Khan),33,52,2,1,63.46,0
Shakib Al Hasan,56143,run out (Samiullah Shinwari),0,2,0,0,0.0,0
Imrul Kayes,280734,not out ,72,89,6,0,80.9,0
Mahmudullah,56025,c Rashid Khan b Aftab Alam,74,81,3,2,91.36,0
Mashrafe Mortaza (c),56007,c †Mohammad Shahzad b Aftab Alam,10,9,1,0,111.11,0
Mehidy Hasan Miraz,629063,not out ,5,4,0,0,125.0,0
Mohammad Shahzad †,419873, b Mahmudullah,53,81,8,0,65.43,1
Ihsanullah,703323,c Najmul Hossain Shanto b Mustafizur Rahman,8,11,2,0,72.73,1
Rahmat Shah,533956,run out (Shakib Al Hasan),1,9,0,0,11.11,1
Hashmatullah Shahidi,440970, b Mashrafe Mortaza,71,99,5,0,71.72,1
Asghar Afghan (c),320652,c Mahmudullah b Mashrafe Mortaza,39,47,2,0,82.98,1
Mohammad Nabi,25913,c Najmul Hossain Shanto b Shakib Al Hasan,38,28,2,2,135.71,1
Samiullah Shinwari,318339,not out ,23,19,1,1,121.05,1
Rashid Khan,793463,c & b Mustafizur Rahman,5,4,0,0,125.0,1
Gulbadin Naib,352048,not out ,0,2,0,0,0.0,1
