Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,c †Dhoni b Kumar,2,7,0,0,28.57,0
Fakhar Zaman,512191,c Chahal b Kumar,0,9,0,0,0.0,0
Babar Azam,348144, b Kuldeep Yadav,47,62,6,0,75.81,0
Shoaib Malik,42657,run out (Rayudu),43,67,1,1,64.18,0
Sarfaraz Ahmed (c)†,227760,c sub (MK Pandey) b Jadhav,6,12,0,0,50.0,0
Asif Ali,494230,c †Dhoni b Jadhav,9,10,0,1,90.0,0
Shadab Khan,922943,st †Dhoni b Jadhav,8,19,0,0,42.11,0
Faheem Ashraf,681117,c Dhawan b Bumrah,21,44,2,0,47.73,0
Mohammad Amir,290948,not out ,18,26,1,0,69.23,0
Hasan Ali,681305,c Karthik b Kumar,1,3,0,0,33.33,0
Usman Shinwari,697279, b Bumrah,0,1,0,0,0.0,0
Rohit Sharma (c),34102, b Shadab Khan,52,39,6,3,133.33,1
Shikhar Dhawan,28235,c Babar Azam b Faheem Ashraf,46,54,6,1,85.19,1
Ambati Rayudu,33141,not out ,31,46,3,0,67.39,1
Dinesh Karthik,30045,not out ,31,37,2,1,83.78,1
