Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Stoinis b Sams,97,50,62,6,8,194.0,0
Tim Seifert †,625964,c Finch b KW Richardson,3,6,13,0,0,50.0,0
Kane Williamson (c),277906, b Zampa,53,35,55,2,3,151.43,0
James Neesham,355269,not out ,45,16,33,1,6,281.25,0
Glenn Phillips,823509, b JA Richardson,8,6,10,0,1,133.33,0
Devon Conway,379140,c Zampa b KW Richardson,2,3,7,0,0,66.67,0
Mitchell Santner,502714,c Maxwell b KW Richardson,0,1,2,0,0,0.0,0
Tim Southee,232364,run out (†Wade/Sams),6,3,5,1,0,200.0,0
Kyle Jamieson,625960,not out ,0,0,1,0,0,,0
Matthew Wade †,230193,c Williamson b Southee,24,15,19,3,1,160.0,1
Aaron Finch (c),5334,c Phillips b Sodhi,12,14,40,1,0,85.71,1
Josh Philippe,1124282,c Conway b Santner,45,32,39,2,3,140.62,1
Glenn Maxwell,325026,c Sodhi b Santner,3,5,9,0,0,60.0,1
Marcus Stoinis,325012,c Southee b Neesham,78,37,47,7,5,210.81,1
Ashton Agar,505120,c Conway b Santner,0,1,1,0,0,0.0,1
Mitchell Marsh,272450,c †Seifert b Santner,0,1,1,0,0,0.0,1
Daniel Sams,826901,c Phillips b Neesham,41,15,30,2,4,273.33,1
Jhye Richardson,774223,not out ,4,1,4,1,0,400.0,1
Kane Richardson,272262,not out ,0,0,1,0,0,,1
