Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Ajinkya Rahane (c),277916,c Dhawan b Sharma,2,4,9,0,0,50.0,0
Liam Livingstone,403902, b Sharma,14,13,20,1,1,107.69,0
Sanju Samson †,425943,run out (Shaw),5,8,15,0,0,62.5,0
Mahipal Lomror,853265,c †Pant b Sharma,8,3,8,2,0,266.67,0
Shreyas Gopal,344580,st †Pant b Mishra,12,18,32,0,0,66.67,0
Riyan Parag,1079434,c Rutherford b Boult,50,49,76,4,2,102.04,0
Stuart Binny,27223,c †Pant b Mishra,0,1,2,0,0,0.0,0
Krishnappa Gowtham,424377,c Sharma b Mishra,6,6,7,1,0,100.0,0
Ish Sodhi,559066,c Mishra b Boult,6,11,23,0,0,54.55,0
Varun Aaron,360911,not out ,3,7,18,0,0,42.86,0
Prithvi Shaw,1070168, b Sodhi,8,8,19,1,0,100.0,1
Shikhar Dhawan,28235,c Parag b Sodhi,16,12,17,2,0,133.33,1
Shreyas Iyer (c),642519,c Livingstone b Gopal,15,9,22,0,2,166.67,1
Rishabh Pant †,931581,not out ,53,38,61,2,5,139.47,1
Colin Ingram,45705,c Rahane b Sodhi,12,23,24,0,0,52.17,1
Sherfane Rutherford,914541,c Livingstone b Gopal,11,6,11,0,1,183.33,1
Axar Patel,554691,not out ,1,1,2,0,0,100.0,1
