Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Sadeera Samarawickrama,629076,c Pujara b I Sharma,13,15,25,1,0,86.67,0
Dimuth Karunaratne,227772,lbw b I Sharma,51,147,211,6,0,34.69,0
Lahiru Thirimanne,301236, b Ashwin,9,58,86,0,0,15.52,0
Angelo Mathews,49764,lbw b Jadeja,10,20,19,2,0,50.0,0
Dinesh Chandimal (c),300628,lbw b Ashwin,57,122,156,4,1,46.72,0
Niroshan Dickwella †,429754,c I Sharma b Jadeja,24,30,38,4,0,80.0,0
Dasun Shanaka,437316, b Ashwin,2,15,12,0,0,13.33,0
Dilruwan Perera,49920,lbw b Jadeja,15,21,20,0,1,71.43,0
Rangana Herath,49178,c Rahane b Ashwin,4,23,34,0,0,17.39,0
Suranga Lakmal,49619,c †Saha b I Sharma,17,25,26,4,0,68.0,0
Lahiru Gamage,268845,not out ,0,0,2,0,0,,0
KL Rahul,422108, b Gamage,7,13,17,1,0,53.85,1
Murali Vijay,237095,c Perera b Herath,128,221,313,11,1,57.92,1
Cheteshwar Pujara,32540, b Shanaka,143,362,501,14,0,39.5,1
Virat Kohli (c),253802,c Thirimanne b Perera,213,267,386,17,2,79.78,1
Ajinkya Rahane,277916,c Karunaratne b Perera,2,15,19,0,0,13.33,1
Rohit Sharma,34102,not out ,102,160,191,8,1,63.75,1
Ravichandran Ashwin,26421, b Perera,5,14,19,0,0,35.71,1
Wriddhiman Saha †,279810,not out ,1,5,10,0,0,20.0,1
Sadeera Samarawickrama,629076, b I Sharma,0,2,2,0,0,0.0,2
Dimuth Karunaratne,227772,c Vijay b Jadeja,18,45,61,3,0,40.0,2
Lahiru Thirimanne,301236,c Jadeja b Yadav,23,62,79,3,0,37.1,2
Angelo Mathews,49764,c RG Sharma b Jadeja,10,32,43,0,1,31.25,2
Dinesh Chandimal (c),300628,c Ashwin b Yadav,61,82,111,10,0,74.39,2
Niroshan Dickwella †,429754,c Kohli b I Sharma,4,12,22,0,0,33.33,2
Dasun Shanaka,437316,c Rahul b Ashwin,17,8,12,1,2,212.5,2
Dilruwan Perera,49920,lbw b Ashwin,0,1,7,0,0,0.0,2
Rangana Herath,49178,c Rahane b Ashwin,0,2,1,0,0,0.0,2
Suranga Lakmal,49619,not out ,31,42,52,2,1,73.81,2
Lahiru Gamage,268845, b Ashwin,0,9,9,0,0,0.0,2
