Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Faf du Plessis,44828,c sub (Anmolpreet Singh) b Chahar,6,11,11,1,0,54.55,0
Shane Watson,8180,c J Yadav b KH Pandya,10,13,29,2,0,76.92,0
Suresh Raina,33335,c & b J Yadav,5,7,7,1,0,71.43,0
Murali Vijay,237095,st †de Kock b Chahar,26,26,42,3,0,100.0,0
Ambati Rayudu,33141,not out ,42,37,76,3,1,113.51,0
MS Dhoni (c)†,28081,not out ,37,29,46,0,3,127.59,0
Rohit Sharma (c),34102,lbw b Chahar,4,2,3,1,0,200.0,1
Quinton de Kock †,379143,c du Plessis b Harbhajan Singh,8,12,20,2,0,66.67,1
Suryakumar Yadav,446507,not out ,71,54,83,10,0,131.48,1
Ishan Kishan,720471, b Imran Tahir,28,31,46,1,1,90.32,1
Krunal Pandya,471342,c & b Imran Tahir,0,1,2,0,0,0.0,1
Hardik Pandya,625371,not out ,13,11,19,1,0,118.18,1
