Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c Pandey b Patel,53,62,91,5,0,85.48,0
Aaron Finch,5334,c Bumrah b Pandya,32,36,46,6,0,88.89,0
Steven Smith (c),267192,lbw b Jadhav,16,25,31,1,0,64.0,0
Peter Handscomb,334337,c Rahane b Patel,13,17,19,0,0,76.47,0
Travis Head,530011, b Patel,42,59,78,4,0,71.19,0
Marcus Stoinis,325012,lbw b Bumrah,46,63,79,4,1,73.02,0
Matthew Wade †,230193,c Rahane b Bumrah,20,18,29,0,1,111.11,0
James Faulkner,270484,run out (Pandya/†Dhoni),12,17,27,0,0,70.59,0
Pat Cummins,489889,not out ,2,2,7,0,0,100.0,0
Nathan Coulter-Nile,261354, b Kumar,0,1,1,0,0,0.0,0
Ajinkya Rahane,277916,lbw b Coulter-Nile,61,74,93,7,0,82.43,1
Rohit Sharma,34102,c Coulter-Nile b Zampa,125,109,165,11,5,114.68,1
Virat Kohli (c),253802,c Stoinis b Zampa,39,55,73,2,0,70.91,1
Kedar Jadhav,290716,not out ,5,8,14,1,0,62.5,1
Manish Pandey,290630,not out ,11,11,12,2,0,100.0,1
