Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102,not out ,208,153,212,13,12,135.95,0
Shikhar Dhawan,28235,c Thirimanne b Pathirana,68,67,87,9,0,101.49,0
Shreyas Iyer,642519,c sub (PC de Silva) b Perera,88,70,99,9,2,125.71,0
MS Dhoni †,28081,lbw b Perera,7,5,11,0,1,140.0,0
Hardik Pandya,625371,c Thirimanne b Perera,8,5,12,1,0,160.0,0
Danushka Gunathilaka,345821,c †Dhoni b Bumrah,16,19,31,1,0,84.21,1
Upul Tharanga,50747,c Karthik b Pandya,7,14,16,1,0,50.0,1
Lahiru Thirimanne,301236, b Washington Sundar,21,35,48,1,0,60.0,1
Angelo Mathews,49764,not out ,111,132,184,9,3,84.09,1
Niroshan Dickwella †,429754,c Washington Sundar b Chahal,22,20,32,4,0,110.0,1
Asela Gunaratne,360456,st †Dhoni b Chahal,34,30,26,5,0,113.33,1
Thisara Perera (c),233514,c †Dhoni b Chahal,5,3,4,1,0,166.67,1
Sachith Pathirana,212756,c Dhawan b Kumar,2,8,12,0,0,25.0,1
Akila Dananjaya,574178,c Sharma b Bumrah,11,17,29,2,0,64.71,1
Suranga Lakmal,49619,not out ,11,22,42,0,0,50.0,1
