Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Umar Siddiq,598896,c Watson b Mohammad Hasnain,14,23,1,0,60.87,0
James Vince,296597, b Mohammad Nawaz,9,6,2,0,150.0,0
Johnson Charles,333066,lbw b Mohammad Nawaz,46,36,5,1,127.78,0
Tom Moores †,788101, b Bravo,9,15,0,0,60.0,0
Shoaib Malik (c),42657,c Mohammad Nawaz b Bravo,21,24,1,1,87.5,0
Dan Christian,4864,run out (sub [Anwar Ali]/†Sarfaraz Ahmed),2,1,0,0,200.0,0
Shahid Afridi,42639,c Ahsan Ali b Bravo,4,6,0,0,66.67,0
Nauman Ali,238672,c Rossouw b Sohail Tanvir,3,5,0,0,60.0,0
Mohammad Ilyas,1159371,c Bravo b Sohail Tanvir,2,2,0,0,100.0,0
Mohammad Irfan,429981, b Sohail Tanvir,0,1,0,0,0.0,0
Mohammad Abbas,389666,not out ,1,1,0,0,100.0,0
Shane Watson,8180, b Shahid Afridi,33,25,6,1,132.0,1
Ahsan Ali,348146, b Shahid Afridi,17,15,2,0,113.33,1
Ahmed Shehzad,259410,not out ,28,35,2,0,80.0,1
Rilee Rossouw,318845,run out (Mohammad Ilyas),35,33,3,0,106.06,1
Umar Akmal,317273,c sub (Shan Masood) b Mohammad Ilyas,0,2,0,0,0.0,1
Dwayne Bravo,51439,not out ,2,5,0,0,40.0,1
