Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821, b Stanlake,21,22,2,1,95.45,0
Kusal Mendis,629074,run out (Turner/Agar),1,4,0,0,25.0,0
Avishka Fernando,784369,c Cummins b Agar,17,16,1,0,106.25,0
Kusal Perera †,300631, b Agar,27,19,2,1,142.11,0
Niroshan Dickwella,429754,c Turner b Cummins,5,3,1,0,166.67,0
Dasun Shanaka,437316,c †Carey b Stanlake,1,3,0,0,33.33,0
PWH de Silva,784379,st †Carey b Zampa,10,11,0,0,90.91,0
Isuru Udana,328026,c Richardson b Cummins,10,14,0,0,71.43,0
Lakshan Sandakan,429738,run out (Cummins),10,14,1,0,71.43,0
Lasith Malinga (c),49758,st †Carey b Zampa,9,5,2,0,180.0,0
Nuwan Pradeep,324358,not out ,2,3,0,0,66.67,0
David Warner,219889,not out ,60,41,9,0,146.34,1
Aaron Finch (c),5334,c †Perera b Malinga,0,1,0,0,0.0,1
Steven Smith,267192,not out ,53,36,6,0,147.22,1
