Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168, b Southee,16,18,19,2,0,88.89,0
Mayank Agarwal,398438,c Jamieson b Boult,34,84,150,5,0,40.48,0
Cheteshwar Pujara,32540,c †Watling b Jamieson,11,42,50,1,0,26.19,0
Virat Kohli (c),253802,c Taylor b Jamieson,2,7,9,0,0,28.57,0
Ajinkya Rahane,277916,c †Watling b Southee,46,138,199,5,0,33.33,0
Hanuma Vihari,452044,c †Watling b Jamieson,7,20,34,1,0,35.0,0
Rishabh Pant †,931581,run out (Patel),19,53,73,1,1,35.85,0
Ravichandran Ashwin,26421, b Southee,0,1,2,0,0,0.0,0
Ishant Sharma,236779,c †Watling b Jamieson,5,23,42,0,0,21.74,0
Mohammed Shami,481896,c Blundell b Southee,21,20,30,3,0,105.0,0
Jasprit Bumrah,625383,not out ,0,3,6,0,0,0.0,0
Tom Latham,388802,c †Pant b Sharma,11,30,54,0,0,36.67,1
Tom Blundell,440516, b Sharma,30,80,132,4,0,37.5,1
Kane Williamson (c),277906,c sub (RA Jadeja) b Mohammed Shami,89,153,228,11,0,58.17,1
Ross Taylor,38699,c Pujara b Sharma,44,71,105,6,1,61.97,1
Henry Nicholls,539511,c Kohli b Ashwin,17,62,76,2,0,27.42,1
BJ Watling †,38924,c †Pant b Bumrah,14,30,41,1,0,46.67,1
Colin de Grandhomme,55395,c †Pant b Ashwin,43,74,118,5,0,58.11,1
Tim Southee,232364,c Mohammed Shami b Sharma,6,13,16,1,0,46.15,1
Kyle Jamieson,625960,c Vihari b Ashwin,44,45,74,1,4,97.78,1
Ajaz Patel,595783,not out ,4,20,43,1,0,20.0,1
Trent Boult,277912,c †Pant b Sharma,38,24,26,5,1,158.33,1
Prithvi Shaw,1070168,c Latham b Boult,14,30,33,2,0,46.67,2
Mayank Agarwal,398438,c †Watling b Southee,58,99,170,7,1,58.59,2
Cheteshwar Pujara,32540, b Boult,11,81,106,0,0,13.58,2
Virat Kohli (c),253802,c †Watling b Boult,19,43,61,3,0,44.19,2
Ajinkya Rahane,277916,c †Watling b Boult,29,75,131,5,0,38.67,2
Hanuma Vihari,452044, b Southee,15,79,107,2,0,18.99,2
Rishabh Pant †,931581,c Boult b Southee,25,41,67,4,0,60.98,2
Ravichandran Ashwin,26421,lbw b Southee,4,11,19,1,0,36.36,2
Ishant Sharma,236779,lbw b de Grandhomme,12,21,35,2,0,57.14,2
Mohammed Shami,481896,not out ,2,3,9,0,0,66.67,2
Jasprit Bumrah,625383,c sub (DJ Mitchell) b Southee,0,3,3,0,0,0.0,2
Tom Latham,388802,not out ,7,4,7,1,0,175.0,3
Tom Blundell,440516,not out ,2,6,7,0,0,33.33,3
