Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite,348024,c Younis Khan b Mohammad Abbas,0,5,7,0,0,0.0,0
Kieran Powell,252932,c Younis Khan b Mohammad Amir,33,71,124,2,0,46.48,0
Shimron Hetmyer,670025, b Mohammad Amir,11,20,34,2,0,55.0,0
Shai Hope,581379, b Mohammad Amir,2,21,23,0,0,9.52,0
Vishaul Singh,399276,c Azhar Ali b Wahab Riaz,9,20,31,1,0,45.0,0
Roston Chase,391832,c Wahab Riaz b Yasir Shah,63,151,201,7,1,41.72,0
Shane Dowrich †,431905, b Yasir Shah,56,130,174,9,0,43.08,0
Jason Holder (c),391485,not out ,57,75,128,7,2,76.0,0
Devendra Bishoo,341593,c †Sarfaraz Ahmed b Mohammad Amir,28,58,91,1,1,48.28,0
Alzarri Joseph,670031, b Mohammad Amir,0,6,9,0,0,0.0,0
Shannon Gabriel,446101, b Mohammad Amir,5,13,26,1,0,38.46,0
Azhar Ali,39037,c †Dowrich b Joseph,15,19,30,2,0,78.95,1
Ahmed Shehzad,259410,lbw b Holder,31,50,81,5,0,62.0,1
Babar Azam,348144, b Gabriel,72,201,262,8,1,35.82,1
Younis Khan,43652,c Brathwaite b Gabriel,58,138,201,5,1,42.03,1
Misbah-ul-Haq (c),41378,not out ,99,223,346,5,3,44.39,1
Asad Shafiq,316397,c †Dowrich b Gabriel,22,67,101,4,0,32.84,1
Sarfaraz Ahmed †,227760, b Bishoo,54,70,113,5,1,77.14,1
Mohammad Amir,290948,c †Dowrich b Joseph,11,18,20,0,1,61.11,1
Wahab Riaz,43590, b Joseph,9,14,18,2,0,64.29,1
Yasir Shah,43685,run out (sub [J Blackwood]),8,23,42,1,0,34.78,1
Mohammad Abbas,389666,lbw b Chase,1,21,43,0,0,4.76,1
Kraigg Brathwaite,348024, b Yasir Shah,14,28,47,1,0,50.0,2
Kieran Powell,252932,c Younis Khan b Yasir Shah,49,84,127,9,0,58.33,2
Shimron Hetmyer,670025, b Yasir Shah,20,28,49,2,1,71.43,2
Shai Hope,581379,lbw b Yasir Shah,6,14,18,0,0,42.86,2
Devendra Bishoo,341593,c Younis Khan b Mohammad Abbas,18,60,71,2,0,30.0,2
Vishaul Singh,399276, b Mohammad Amir,9,20,25,1,0,45.0,2
Roston Chase,391832,not out ,16,50,79,2,0,32.0,2
Shane Dowrich †,431905,lbw b Mohammad Abbas,0,2,5,0,0,0.0,2
Jason Holder (c),391485,c †Sarfaraz Ahmed b Wahab Riaz,14,25,34,3,0,56.0,2
Alzarri Joseph,670031,lbw b Yasir Shah,1,2,5,0,0,50.0,2
Shannon Gabriel,446101,c Mohammad Abbas b Yasir Shah,0,3,4,0,0,0.0,2
Azhar Ali,39037, b Joseph,1,9,17,0,0,11.11,3
Ahmed Shehzad,259410,c †Dowrich b Gabriel,6,8,12,0,0,75.0,3
Babar Azam,348144,not out ,9,22,35,0,0,40.91,3
Younis Khan,43652,lbw b Bishoo,6,23,28,0,0,26.09,3
Misbah-ul-Haq (c),41378,not out ,12,3,2,0,2,400.0,3
