Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c †Moor b Chatara,3,8,4,0,0,37.5,0
Danushka Gunathilaka,345821,lbw b Williams,52,86,130,5,0,60.47,0
Kusal Mendis,629074,c Cremer b Sikandar Raza,1,8,14,0,0,12.5,0
Upul Tharanga,50747, b Sikandar Raza,6,9,16,1,0,66.67,0
Angelo Mathews (c),49764,c Masakadza b Cremer,24,47,55,4,0,51.06,0
Asela Gunaratne,360456,not out ,59,81,116,4,0,72.84,0
PWH de Silva,784379,c Cremer b Sikandar Raza,0,5,5,0,0,0.0,0
Nuwan Kulasekara,49535, b Cremer,5,5,10,1,0,100.0,0
Akila Dananjaya,574178,c Musakanda b Waller,7,20,24,0,0,35.0,0
Dushmantha Chameera,552152,not out ,19,31,36,1,0,61.29,0
Hamilton Masakadza,55608,c Kulasekara b Malinga,73,86,109,9,1,84.88,1
Solomon Mire,290462, b Gunaratne,43,32,59,5,2,134.38,1
Tarisai Musakanda,596375,c de Silva b Dananjaya,37,49,81,4,0,75.51,1
Craig Ervine,55412,lbw b Dananjaya,2,6,13,0,0,33.33,1
Sean Williams,55870,c Mendis b Dananjaya,2,7,7,0,0,28.57,1
Sikandar Raza,299572,not out ,27,27,50,1,2,100.0,1
Malcolm Waller,55872,c & b Malinga,1,3,13,0,0,33.33,1
Peter Moor †,333000,c Mendis b Dananjaya,1,7,8,0,0,14.29,1
Graeme Cremer (c),55346,not out ,11,13,17,0,0,84.62,1
