Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,c Pretorius b Steyn,8,10,8,1,0,80.0,0
Fakhar Zaman,512191,c Imran Tahir b Phehlukwayo,70,73,112,10,0,95.89,0
Babar Azam,348144, b Pretorius,24,25,41,4,0,96.0,0
Mohammad Hafeez,41434,c †de Kock b Phehlukwayo,17,28,41,1,0,60.71,0
Shoaib Malik (c),42657,run out (Steyn/Pretorius/†de Kock),31,44,81,1,0,70.45,0
Mohammad Rizwan †,323389,c †de Kock b Pretorius,10,30,36,1,0,33.33,0
Shadab Khan,922943,c van der Dussen b Mulder,19,42,46,0,0,45.24,0
Imad Wasim,227758,not out ,47,31,50,4,2,151.61,0
Mohammad Amir,290948, b Rabada,6,12,18,0,0,50.0,0
Shaheen Shah Afridi,1072470,not out ,0,5,10,0,0,0.0,0
Quinton de Kock †,379143,c sub (Hasan Ali) b Usman Shinwari,83,58,96,11,3,143.1,1
Hashim Amla,43906,c †Mohammad Rizwan b Shaheen Shah Afridi,14,17,30,2,0,82.35,1
Reeza Hendricks,269280,c Shaheen Shah Afridi b Mohammad Amir,34,33,38,3,1,103.03,1
Faf du Plessis (c),44828,not out ,50,72,107,3,0,69.44,1
Rassie van der Dussen,337790,not out ,50,61,77,0,3,81.97,1
