Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ben Dunk †,388678,lbw b Yasir Shah,5,5,0,0,100.0,0
Luke Wright,23460,st †Peirson b Swepson,19,21,2,0,90.48,0
Kevin Pietersen,19296,c Doggett b Swepson,30,25,3,0,120.0,0
Glenn Maxwell,325026,c Doggett b Steketee,50,39,5,1,128.21,0
Marcus Stoinis,325012,run out (Doggett/Yasir Shah),4,5,0,0,80.0,0
Rob Quiney,211854,c & b Swepson,0,2,0,0,0.0,0
James Faulkner,270484,not out ,20,20,1,0,100.0,0
John Hastings (c),228622,c McCullum b Cutting,0,2,0,0,0.0,0
Adam Zampa,379504,not out ,4,3,0,0,133.33,0
Chris Lynn,326637,not out ,63,46,7,3,136.96,1
Brendon McCullum (c),37737,c Quiney b Bowe,61,30,7,3,203.33,1
Joe Burns,326632,not out ,18,12,3,0,150.0,1
