Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Matthew Short,605575,c Dunk b Bird,1,2,0,0,50.0,0
Jake Weatherald,781285,c †Gotch b Plunkett,15,17,2,0,88.24,0
Travis Head (c),530011,c Bird b Plunkett,43,31,1,3,138.71,0
Colin Ingram,45705,c Gulbis b Plunkett,57,41,4,2,139.02,0
Rashid Khan,793463, b Plunkett,13,9,1,1,144.44,0
Jonathan Wells,233680,not out ,32,14,4,1,228.57,0
Harry Nielsen †,713195,not out ,8,7,0,0,114.29,0
Evan Gulbis,381183, b Agar,37,25,5,1,148.0,1
Ben Dunk,388678,c Neser b Laughlin,20,15,3,0,133.33,1
Nick Larkin,533870,c Wells b O'Connor,0,4,0,0,0.0,1
Nic Maddinson (c),333780,c Weatherald b O'Connor,5,7,1,0,71.43,1
Seb Gotch †,500267, b Laughlin,11,13,0,0,84.62,1
Dwayne Bravo,51439,c Neser b Rashid Khan,33,23,1,2,143.48,1
Jonathan Merlo,1088618,lbw b Agar,4,4,1,0,100.0,1
Liam Plunkett,19264, b Neser,4,6,0,0,66.67,1
Jackson Bird,215152, b Laughlin,10,11,0,0,90.91,1
Scott Boland,446548, b Neser,6,6,1,0,100.0,1
Liam Bowe,1076852,not out ,2,2,0,0,100.0,1
