Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c †Klaasen b Dala,21,9,8,2,2,233.33,0
Shikhar Dhawan,28235,c †Klaasen b Phehlukwayo,72,39,69,10,2,184.62,0
Suresh Raina,33335,c & b Dala,15,7,11,2,1,214.29,0
Virat Kohli (c),253802,lbw b Shamsi,26,20,26,2,1,130.0,0
Manish Pandey,290630,not out ,29,27,51,0,1,107.41,0
MS Dhoni †,28081, b Morris,16,11,17,2,0,145.45,0
Hardik Pandya,625371,not out ,13,7,10,2,0,185.71,0
JJ Smuts,280490,c Dhawan b Kumar,14,9,13,3,0,155.56,1
Reeza Hendricks,269280,c †Dhoni b Kumar,70,50,79,8,1,140.0,1
Jean-Paul Duminy (c),44932,c Raina b Kumar,3,7,11,0,0,42.86,1
David Miller,321777,c Dhawan b Pandya,9,5,8,0,1,180.0,1
Farhaan Behardien,44410,c Pandey b Chahal,39,27,37,3,2,144.44,1
Heinrich Klaasen †,436757,c Raina b Kumar,16,8,13,1,1,200.0,1
Andile Phehlukwayo,540316,c Chahal b Unadkat,13,8,16,2,0,162.5,1
Chris Morris,439952,c Raina b Kumar,0,1,2,0,0,0.0,1
Dane Paterson,327947,run out (Pandya/†Dhoni),1,1,2,0,0,100.0,1
Junior Dala,545467,not out ,2,3,11,0,0,66.67,1
Tabraiz Shamsi,379145,not out ,0,2,2,0,0,0.0,1
