Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hamilton Masakadza,55608,c Tharanga b NLTC Perera,20,30,3,0,66.67,0
Solomon Mire,290462,c †Dickwella b NLTC Perera,21,40,2,0,52.5,0
Craig Ervine,55412,c Tharanga b NLTC Perera,2,5,0,0,40.0,0
Brendan Taylor †,55814,c Tharanga b NLTC Perera,58,80,6,0,72.5,0
Sikandar Raza,299572,c Mendis b Sandakan,9,12,2,0,75.0,0
Malcolm Waller,55872,c †Dickwella b Sandakan,24,35,2,0,68.57,0
Peter Moor,333000,run out (Mendis/†Dickwella),0,0,0,0,,0
Graeme Cremer (c),55346, b Pradeep,34,42,3,0,80.95,0
Kyle Jarvis,332996, b Pradeep,5,9,0,0,55.56,0
Tendai Chatara,425639,not out ,2,7,0,0,28.57,0
Blessing Muzarabani,827051, b Pradeep,0,4,0,0,0.0,0
Kusal Perera,300631,c sub (†R Murray) b Muzarabani,49,57,4,1,85.96,1
Upul Tharanga,50747, b Chatara,17,34,2,0,50.0,1
Kusal Mendis,629074, b Muzarabani,36,44,4,0,81.82,1
Niroshan Dickwella †,429754,c sub (†R Murray) b Muzarabani,7,17,1,0,41.18,1
Dinesh Chandimal (c),300628,not out ,38,71,2,0,53.52,1
Asela Gunaratne,360456,c sub (†R Murray) b Jarvis,9,21,0,0,42.86,1
Thisara Perera,233514,not out ,39,26,1,3,150.0,1
