Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821,c Imad Wasim b Shadab Khan,51,48,4,1,106.25,0
Dilshan Munaweera,304735,run out (Imad Wasim),19,20,3,0,95.0,0
Sadeera Samarawickrama †,629076,run out (Mohammad Hafeez/†Sarfraz Ahmed),32,31,2,0,103.23,0
Seekkuge Prasanna,268740,run out (sub [Mohammad Nawaz]),1,3,0,0,33.33,0
Thisara Perera (c),233514,c sub (Mohammad Nawaz) b Hasan Ali,3,4,0,0,75.0,0
Dasun Shanaka,437316,lbw b Faheem Ashraf,1,3,0,0,33.33,0
Isuru Udana,328026,c Hasan Ali b Faheem Ashraf,6,4,1,0,150.0,0
Mahela Udawatte,50802,c Babar Azam b Faheem Ashraf,0,1,0,0,0.0,0
Sachith Pathirana,212756,c sub (Mohammad Nawaz) b Hasan Ali,1,2,0,0,50.0,0
Ashan Priyanjan,233802,not out ,2,2,0,0,100.0,0
Vikum Sanjaya,422092,not out ,4,2,1,0,200.0,0
Ahmed Shehzad,259410,c Shanaka b Perera,27,24,2,0,112.5,1
Fakhar Zaman,512191,run out (Udana/†Samarawickrama),11,10,1,0,110.0,1
Babar Azam,348144,lbw b Udana,1,2,0,0,50.0,1
Shoaib Malik,42657,c †Samarawickrama b Perera,9,20,0,0,45.0,1
Mohammad Hafeez,41434,c Perera b Pathirana,14,19,0,0,73.68,1
Sarfaraz Ahmed (c)†,227760,run out (Gunathilaka/†Samarawickrama),28,26,1,0,107.69,1
Imad Wasim,227758,lbw b Perera,2,3,0,0,66.67,1
Faheem Ashraf,681117,c Gunathilaka b Sanjaya,4,6,0,0,66.67,1
Shadab Khan,922943,not out ,16,8,1,1,200.0,1
Hasan Ali,681305,not out ,3,1,0,0,300.0,1
