Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,lbw b Chahal,34,49,64,4,0,69.39,0
Hashim Amla,43906,lbw b Bumrah,16,17,32,1,0,94.12,0
Faf du Plessis (c),44828,c Pandya b Kumar,120,112,183,11,2,107.14,0
Aiden Markram,600498,c Pandya b Chahal,9,21,21,0,0,42.86,0
Jean-Paul Duminy,44932, b Kuldeep Yadav,12,18,16,1,0,66.67,0
David Miller,321777,c Kohli b Kuldeep Yadav,7,7,9,1,0,100.0,0
Chris Morris,439952, b Kuldeep Yadav,37,43,60,4,1,86.05,0
Andile Phehlukwayo,540316,not out ,27,33,45,1,1,81.82,0
Kagiso Rabada,550215,run out (†Dhoni/Kumar),1,1,5,0,0,100.0,0
Morne Morkel,46538,not out ,0,0,1,0,0,,0
Rohit Sharma,34102,c †de Kock b Morkel,20,30,25,2,1,66.67,1
Shikhar Dhawan,28235,run out (Markram),35,29,53,6,0,120.69,1
Virat Kohli (c),253802,c Rabada b Phehlukwayo,112,119,164,10,0,94.12,1
Ajinkya Rahane,277916,c Imran Tahir b Phehlukwayo,79,86,126,5,2,91.86,1
Hardik Pandya,625371,not out ,3,6,15,0,0,50.0,1
MS Dhoni †,28081,not out ,4,3,5,1,0,133.33,1
