Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Lendl Simmons,53116,c Samuels b Anderson,66,43,63,5,4,153.49,0
Parthiv Patel †,32242,st †Pant b Mishra,25,22,43,3,0,113.64,0
Kieron Pollard,230559,not out ,63,35,63,5,4,180.0,0
Rohit Sharma (c),34102,c Mishra b Rabada,10,6,14,1,0,166.67,0
Hardik Pandya,625371,not out ,29,14,21,1,3,207.14,0
Sanju Samson,425943,c Simmons b McClenaghan,0,1,1,0,0,0.0,1
Karun Nair,398439,c RG Sharma b Harbhajan Singh,21,15,24,3,1,140.0,1
Shreyas Iyer,642519,c Harbhajan Singh b Malinga,3,6,7,0,0,50.0,1
Rishabh Pant †,931581,c Simmons b Bumrah,0,3,7,0,0,0.0,1
Corey Anderson,277662,c KV Sharma b Malinga,10,8,12,2,0,125.0,1
Marlon Samuels,52983,c RG Sharma b KV Sharma,1,5,12,0,0,20.0,1
Pat Cummins,489889,c †Patel b Harbhajan Singh,10,10,10,0,1,100.0,1
Kagiso Rabada,550215,c RG Sharma b KV Sharma,0,5,10,0,0,0.0,1
Amit Mishra,31107,not out ,9,14,22,0,0,64.29,1
Mohammed Shami,481896,c Pollard b Harbhajan Singh,7,4,3,0,1,175.0,1
Zaheer Khan (c),30102,c Rana b KV Sharma,2,11,11,0,0,18.18,1
