Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,lbw b Mohammad Abbas,3,5,0,0,60.0,0
Saif Hassan,821749,c Asad Shafiq b Shaheen Shah Afridi,0,2,0,0,0.0,0
Najmul Hossain Shanto,629058,c †Mohammad Rizwan b Mohammad Abbas,44,110,6,0,40.0,0
Mominul Haque (c),373696,c †Mohammad Rizwan b Shaheen Shah Afridi,30,59,5,0,50.85,0
Mahmudullah,56025,c Asad Shafiq b Shaheen Shah Afridi,25,48,4,0,52.08,0
Mohammad Mithun,269237,c †Mohammad Rizwan b Naseem Shah,63,140,7,1,45.0,0
Liton Das †,536936,lbw b Haris Sohail,33,46,7,0,71.74,0
Taijul Islam,401057,c Yasir Shah b Haris Sohail,24,72,4,0,33.33,0
Rubel Hossain,300619, b Shaheen Shah Afridi,1,9,0,0,11.11,0
Abu Jayed,410763,run out (Mohammad Abbas),0,5,0,0,0.0,0
Ebadot Hossain,932355,not out ,0,4,0,0,0.0,0
Shan Masood,233901, b Taijul Islam,100,160,11,0,62.5,1
Abid Ali,39950,c †Liton Das b Abu Jayed,0,6,0,0,0.0,1
Azhar Ali (c),39037,c Najmul Hossain Shanto b Abu Jayed,34,59,4,0,57.63,1
Babar Azam,348144,c Mohammad Mithun b Abu Jayed,143,193,18,1,74.09,1
Asad Shafiq,316397,c †Liton Das b Ebadat Hossain,65,129,9,0,50.39,1
Haris Sohail,318788,c Tamim Iqbal b Taijul Islam,75,103,7,2,72.82,1
Mohammad Rizwan †,323389,c Mahmudullah b Rubel Hossain,10,23,1,0,43.48,1
Yasir Shah,43685,lbw b Rubel Hossain,5,21,1,0,23.81,1
Shaheen Shah Afridi,1072470,lbw b Rubel Hossain,3,12,0,0,25.0,1
Mohammad Abbas,389666,not out ,1,26,0,0,3.85,1
Naseem Shah,1158088,run out (Saif Hassan),2,7,0,0,28.57,1
Tamim Iqbal,56194,lbw b Yasir Shah,34,56,6,0,60.71,2
Saif Hassan,821749, b Naseem Shah,16,25,4,0,64.0,2
Najmul Hossain Shanto,629058,lbw b Naseem Shah,38,87,3,1,43.68,2
Mominul Haque (c),373696,lbw b Shaheen Shah Afridi,41,93,5,0,44.09,2
Taijul Islam,401057,lbw b Naseem Shah,0,1,0,0,0.0,2
Mahmudullah,56025,c Haris Sohail b Naseem Shah,0,1,0,0,0.0,2
Mohammad Mithun,269237, b Yasir Shah,0,12,0,0,0.0,2
Liton Das †,536936,lbw b Yasir Shah,29,59,4,1,49.15,2
Rubel Hossain,300619,lbw b Mohammad Abbas,5,26,1,0,19.23,2
Abu Jayed,410763,c Asad Shafiq b Yasir Shah,3,9,0,0,33.33,2
Ebadot Hossain,932355,not out ,0,5,0,0,0.0,2
