Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Lendl Simmons,53116,c & b Unadkat,3,8,14,0,0,37.5,0
Parthiv Patel †,32242,c Thakur b Unadkat,4,6,10,0,0,66.67,0
Ambati Rayudu,33141,run out (Smith),12,15,25,1,0,80.0,0
Rohit Sharma (c),34102,c Thakur b Zampa,24,22,36,4,0,109.09,0
Krunal Pandya,471342,c Rahane b Christian,47,38,64,3,2,123.68,0
Kieron Pollard,230559,c Tiwary b Zampa,7,3,4,0,1,233.33,0
Hardik Pandya,625371,lbw b Christian,10,9,7,0,1,111.11,0
Karn Sharma,30288,run out (Christian/Thakur),1,5,4,0,0,20.0,0
Mitchell Johnson,6033,not out ,13,14,31,0,1,92.86,0
Ajinkya Rahane,277916,c Pollard b Johnson,44,38,53,5,0,115.79,1
Rahul Tripathi,446763,lbw b Bumrah,3,8,10,0,0,37.5,1
Steven Smith (c),267192,c Rayudu b Johnson,51,50,93,2,2,102.0,1
MS Dhoni †,28081,c †Patel b Bumrah,10,13,26,1,0,76.92,1
Manoj Tiwary,35565,c Pollard b Johnson,7,8,21,1,0,87.5,1
Dan Christian,4864,not out ,4,2,7,0,0,200.0,1
Washington Sundar,719715,run out (sub [J Suchith]/†Patel),0,1,5,0,0,0.0,1
