Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,c Christian b Bird,2,7,0,0,28.57,0
Alex Hales,249866,c Silk b O'Keefe,54,33,5,3,163.64,0
Callum Ferguson (c),5236,c †Philippe b Pope,3,4,0,0,75.0,0
Sam Billings †,297628,c Christian b O'Keefe,15,15,1,0,100.0,0
Alex Ross,333624,lbw b O'Keefe,3,5,0,0,60.0,0
Daniel Sams,826901,not out ,50,37,4,1,135.14,0
Ben Cutting,230371,c †Philippe b Ball,8,11,1,0,72.73,0
Nathan McAndrew,785323,not out ,17,8,2,1,212.5,0
Josh Philippe †,1124282, b Sams,64,36,7,2,177.78,1
Justin Avendano,1125715,c Cutting b McAndrew,17,10,2,1,170.0,1
James Vince,296597, b Cutting,7,7,1,0,100.0,1
Daniel Hughes (c),571761,c Sams b Sangha,7,4,1,0,175.0,1
Jordan Silk,437669,c †Billings b Sams,13,13,1,0,100.0,1
Dan Christian,4864,not out ,15,5,0,2,300.0,1
Carlos Brathwaite,457249,not out ,4,1,1,0,400.0,1
