Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Alastair Cook,11728, b Bumrah,71,190,265,8,0,37.37,0
Keaton Jennings,440780,c Rahul b Jadeja,23,75,99,2,0,30.67,0
Moeen Ali,8917,c †Pant b Sharma,50,170,251,4,0,29.41,0
Joe Root (c),303669,lbw b Bumrah,0,3,4,0,0,0.0,0
Jonny Bairstow †,297433,c †Pant b Sharma,0,4,6,0,0,0.0,0
Ben Stokes,311158,lbw b Jadeja,11,40,56,2,0,27.5,0
Jos Buttler,308967,c Rahane b Jadeja,89,133,211,6,2,66.92,0
Sam Curran,662973,c †Pant b Sharma,0,2,4,0,0,0.0,0
Adil Rashid,244497,lbw b Bumrah,15,51,70,3,0,29.41,0
Stuart Broad,10617,c Rahul b Jadeja,38,59,98,3,0,64.41,0
James Anderson,8608,not out ,0,5,19,0,0,0.0,0
KL Rahul,422108, b Curran,37,53,98,4,0,69.81,1
Shikhar Dhawan,28235,lbw b Broad,3,6,7,0,0,50.0,1
Cheteshwar Pujara,32540,c †Bairstow b Anderson,37,101,135,5,0,36.63,1
Virat Kohli (c),253802,c Root b Stokes,49,70,112,6,0,70.0,1
Ajinkya Rahane,277916,c Cook b Anderson,0,8,11,0,0,0.0,1
Hanuma Vihari,452044,c †Bairstow b Ali,56,124,184,7,1,45.16,1
Rishabh Pant †,931581,c Cook b Stokes,5,8,10,1,0,62.5,1
Ravindra Jadeja,234675,not out ,86,156,204,11,1,55.13,1
Ishant Sharma,236779,c †Bairstow b Ali,4,25,24,0,0,16.0,1
Mohammed Shami,481896,c Broad b Rashid,1,5,11,0,0,20.0,1
Jasprit Bumrah,625383,run out (Broad/†Bairstow),0,14,52,0,0,0.0,1
Alastair Cook,11728,c †Pant b Vihari,147,286,389,14,0,51.4,2
Keaton Jennings,440780, b Mohammed Shami,10,38,55,0,0,26.32,2
Moeen Ali,8917, b Jadeja,20,52,69,3,0,38.46,2
Joe Root (c),303669,c sub (HH Pandya) b Vihari,125,190,264,12,1,65.79,2
Jonny Bairstow †,297433, b Mohammed Shami,18,27,28,3,0,66.67,2
Ben Stokes,311158,c Rahul b Jadeja,37,36,67,5,1,102.78,2
Jos Buttler,308967,c Mohammed Shami b Jadeja,0,2,5,0,0,0.0,2
Sam Curran,662973,c †Pant b Vihari,21,30,48,1,1,70.0,2
Adil Rashid,244497,not out ,20,14,11,3,0,142.86,2
KL Rahul,422108, b Rashid,149,224,348,20,1,66.52,3
Shikhar Dhawan,28235,lbw b Anderson,1,6,11,0,0,16.67,3
Cheteshwar Pujara,32540,lbw b Anderson,0,3,4,0,0,0.0,3
Virat Kohli (c),253802,c †Bairstow b Broad,0,1,3,0,0,0.0,3
Ajinkya Rahane,277916,c Jennings b Ali,37,106,145,5,0,34.91,3
Hanuma Vihari,452044,c †Bairstow b Stokes,0,6,8,0,0,0.0,3
Rishabh Pant †,931581,c Ali b Rashid,114,146,194,15,4,78.08,3
Ravindra Jadeja,234675,c †Bairstow b Curran,13,46,58,2,0,28.26,3
Ishant Sharma,236779,c †Bairstow b Curran,5,24,33,1,0,20.83,3
Mohammed Shami,481896, b Anderson,0,3,16,0,0,0.0,3
Jasprit Bumrah,625383,not out ,0,2,6,0,0,0.0,3
