Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Taskin Ahmed b Mohammad Saifuddin,21,18,26,2,1,116.67,0
Finn Allen,959759,c Mohammad Naim b Taskin Ahmed,17,10,16,2,1,170.0,0
Devon Conway †,379140,c Mohammad Mithun b Shoriful Islam,15,9,13,2,0,166.67,0
Will Young,547749,st †Liton Das b Mahedi Hasan,14,17,83,0,1,82.35,0
Glenn Phillips,823509,not out ,58,31,23,5,2,187.1,0
Mark Chapman,438563,c & b Mahedi Hasan,7,8,31,1,0,87.5,0
Daryl Mitchell,381743,not out ,34,16,24,6,0,212.5,0
Mohammad Naim,990081,c Guptill b Phillips,38,35,64,4,0,108.57,1
Liton Das †,536936,c Phillips b Bennett,6,5,13,1,0,120.0,1
Soumya Sarkar,436677,c Milne b Southee,51,27,39,5,3,188.89,1
Mahmudullah (c),56025, b Milne,21,12,16,4,0,175.0,1
Afif Hossain,935995, b Milne,2,4,8,0,0,50.0,1
Mohammad Mithun,269237,c †Conway b Southee,1,2,4,0,0,50.0,1
Mahedi Hasan,833087,not out ,12,6,12,0,1,200.0,1
Mohammad Saifuddin,629070,c Southee b Bennett,3,6,8,0,0,50.0,1
Taskin Ahmed,538506,not out ,0,0,1,0,0,,1
