Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Saim Ayub,1161031,run out (Rutherford),21,19,35,4,0,110.53,0
Cameron Delport,322810,c Imam-ul-Haq b Mohammad Imran,2,5,11,0,0,40.0,0
Faf du Plessis,44828,c Mujeeb Ur Rahman b Wahab Riaz,37,26,43,4,1,142.31,0
Sarfaraz Ahmed (c)†,227760,c Shoaib Malik b Wahab Riaz,81,40,63,12,1,202.5,0
Azam Khan,1137262,c Kohler-Cadmore b Mahmood,47,26,46,6,2,180.77,0
Ben Cutting,230371, b Mahmood,0,1,4,0,0,0.0,0
Mohammad Nawaz,348148,c Kohler-Cadmore b Mahmood,2,2,7,0,0,100.0,0
Dale Steyn,47492,not out ,0,2,7,0,0,0.0,0
Zahid Mahmood,433614,not out ,0,0,1,0,0,,0
Imam-ul-Haq,568276, b Zahid Mahmood,41,30,53,4,1,136.67,1
Kamran Akmal †,41028,c Cutting b Usman Shinwari,3,8,16,0,0,37.5,1
Tom Kohler-Cadmore,470633,c Delport b Steyn,4,4,11,1,0,100.0,1
Haider Ali,1168651,c du Plessis b Steyn,50,29,56,5,2,172.41,1
Shoaib Malik,42657,lbw b Cutting,34,20,42,1,3,170.0,1
Sherfane Rutherford,914541,not out ,36,18,42,1,4,200.0,1
Wahab Riaz (c),43590, b Mohammad Hasnain,20,8,27,1,2,250.0,1
Saqib Mahmood,643885,run out (Mohammad Nawaz/Mohammad Hasnain),0,1,2,0,0,0.0,1
Mujeeb Ur Rahman,974109,not out ,0,0,3,0,0,,1
