Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873, b Ngarava,20,20,23,3,0,100.0,0
Noor Ali Zadran,318340,c Burl b Mpofu,46,49,67,7,1,93.88,0
Gulbadin Naib,352048,lbw b Ngarava,6,8,16,1,0,75.0,0
Rahmat Shah,533956,run out (Waller),50,79,120,1,0,63.29,0
Asghar Afghan (c),320652,lbw b Williams,18,34,42,1,0,52.94,0
Samiullah Shinwari,318339,run out (Musakanda/†Moor),18,39,38,1,0,46.15,0
Mohammad Nabi,25913,c Ervine b Mpofu,48,40,52,4,1,120.0,0
Najibullah Zadran,524049,c Mire b Cremer,3,9,10,0,0,33.33,0
Rashid Khan,793463,c †Moor b Mpofu,18,17,32,1,0,105.88,0
Dawlat Zadran,516561,not out ,14,6,8,2,1,233.33,0
Amir Hamza,402245,not out ,0,0,5,0,0,,0
Peter Moor †,333000,c Najibullah Zadran b Dawlat Zadran,3,9,7,0,0,33.33,1
Solomon Mire,290462,c †Mohammad Shahzad b Amir Hamza,2,6,10,0,0,33.33,1
Tarisai Musakanda,596375,c Najibullah Zadran b Gulbadin Naib,7,14,34,0,0,50.0,1
Craig Ervine,55412,c Noor Ali Zadran b Amir Hamza,4,5,9,0,0,80.0,1
Sean Williams,55870,c Dawlat Zadran b Amir Hamza,0,1,2,0,0,0.0,1
Ryan Burl,495964,c Amir Hamza b Mohammad Nabi,11,13,13,1,0,84.62,1
Malcolm Waller,55872,lbw b Mohammad Nabi,6,8,10,1,0,75.0,1
Graeme Cremer (c),55346,not out ,14,14,21,0,0,100.0,1
Tendai Chatara,425639, b Rashid Khan,0,2,2,0,0,0.0,1
Chris Mpofu,55633, b Rashid Khan,3,7,7,0,0,42.86,1
Richard Ngarava,806241,c Rashid Khan b Mohammad Nabi,0,4,4,0,0,0.0,1
