Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c Fakhar Zaman b Junaid Khan,22,16,3,1,137.5,0
Upul Tharanga (c),50747, b Usman Shinwari,0,5,0,0,0.0,0
Dinesh Chandimal,300628,run out (sub [Ahmed Shehzad]/†Sarfraz Ahmed),16,24,2,0,66.67,0
Lahiru Thirimanne,301236,c Babar Azam b Imad Wasim,62,94,4,0,65.96,0
Sadeera Samarawickrama,629076, b Imad Wasim,0,2,0,0,0.0,0
Milinda Siriwardana,222354,c Usman Shinwari b Hasan Ali,13,32,0,0,40.62,0
Seekkuge Prasanna,268740, b Shadab Khan,5,13,0,0,38.46,0
Thisara Perera,233514,c Babar Azam b Shadab Khan,0,1,0,0,0.0,0
Akila Dananjaya,574178,c †Sarfraz Ahmed b Hasan Ali,18,37,1,0,48.65,0
Suranga Lakmal,49619,not out ,23,30,3,0,76.67,0
Lahiru Gamage,268845, b Hasan Ali,1,8,0,0,12.5,0
Imam-ul-Haq,568276,lbw b Gamage,2,3,0,0,66.67,1
Fakhar Zaman,512191,st †Dickwella b Dananjaya,17,30,2,0,56.67,1
Babar Azam,348144,not out ,69,101,5,0,68.32,1
Mohammad Hafeez,41434,c Gamage b Prasanna,9,19,0,0,47.37,1
Shoaib Malik,42657,not out ,69,81,2,3,85.19,1
