Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chandrapaul Hemraj,530811,c Mohammad Mithun b Mehidy Hasan Miraz,9,17,2,0,52.94,0
Shai Hope †,581379,not out ,108,131,9,1,82.44,0
Darren Bravo,277472, b Mehidy Hasan Miraz,10,26,1,0,38.46,0
Marlon Samuels,52983, b Mohammad Saifuddin,19,32,2,0,59.38,0
Shimron Hetmyer,670025,lbw b Mehidy Hasan Miraz,0,6,0,0,0.0,0
Rovman Powell (c),820351,c †Mushfiqur Rahim b Mehidy Hasan Miraz,1,9,0,0,11.11,0
Roston Chase,391832,c Soumya Sarkar b Shakib Al Hasan,8,20,0,0,40.0,0
Fabian Allen,670013,c Mohammad Mithun b Shakib Al Hasan,6,17,0,1,35.29,0
Keemo Paul,677081, b Mashrafe Mortaza,12,22,0,0,54.55,0
Kemar Roach,230553,lbw b Mashrafe Mortaza,3,8,0,0,37.5,0
Devendra Bishoo,341593,not out ,6,12,0,0,50.0,0
Tamim Iqbal,56194,not out ,81,104,9,0,77.88,1
Liton Das,536936,c Powell b Paul,23,33,5,0,69.7,1
Soumya Sarkar,436677, b Paul,80,81,5,5,98.77,1
Mushfiqur Rahim †,56029,not out ,16,14,2,1,114.29,1
