Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,c Yasir Shah b Usman Shinwari,98,111,10,0,88.29,0
Aaron Finch (c),5334, b Usman Shinwari,53,69,2,2,76.81,0
Shaun Marsh,6683,c Abid Ali b Junaid Khan,61,68,5,1,89.71,0
Glenn Maxwell,325026, b Junaid Khan,70,33,10,3,212.12,0
Marcus Stoinis,325012, b Usman Shinwari,4,7,0,0,57.14,0
Peter Handscomb,334337,lbw b Usman Shinwari,8,5,1,0,160.0,0
Alex Carey †,326434,lbw b Junaid Khan,0,2,0,0,0.0,0
Jason Behrendorff,272477,not out ,6,3,0,0,200.0,0
Kane Richardson,272262,not out ,5,2,1,0,250.0,0
Shan Masood,233901,lbw b Zampa,50,54,3,0,92.59,1
Abid Ali,39950,c †Carey b Behrendorff,0,1,0,0,0.0,1
Haris Sohail,318788,c Lyon b Richardson,130,129,11,3,100.78,1
Mohammad Rizwan †,323389,c Lyon b Maxwell,12,13,1,0,92.31,1
Umar Akmal,317273,c Behrendorff b Lyon,43,44,3,0,97.73,1
Saad Ali,547085,c Marsh b Behrendorff,4,11,0,0,36.36,1
Imad Wasim (c),227758,not out ,50,34,6,1,147.06,1
Yasir Shah,43685,c Finch b Behrendorff,11,13,0,0,84.62,1
Usman Shinwari,697279,not out ,0,1,0,0,0.0,1
