Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rory Burns,398778,c Bancroft b Cummins,53,127,174,7,0,41.73,0
Jason Roy,298438,c †Paine b Hazlewood,0,3,7,0,0,0.0,0
Joe Root (c),303669,lbw b Hazlewood,14,20,37,3,0,70.0,0
Joe Denly,12454,c †Paine b Hazlewood,30,67,101,4,0,44.78,0
Jos Buttler,308967,c †Paine b Siddle,12,23,50,1,0,52.17,0
Ben Stokes,311158,lbw b Lyon,13,22,33,3,0,59.09,0
Jonny Bairstow †,297433,c Khawaja b Lyon,52,95,159,7,0,54.74,0
Chris Woakes,247235,c †Paine b Cummins,32,62,88,3,1,51.61,0
Jofra Archer,669855,c Khawaja b Cummins,12,20,26,2,0,60.0,0
Stuart Broad,10617, b Lyon,11,15,16,2,0,73.33,0
Jack Leach,455524,not out ,6,9,16,1,0,66.67,0
Cameron Bancroft,501011,lbw b Archer,13,66,99,1,0,19.7,1
David Warner,219889, b Broad,3,17,20,0,0,17.65,1
Usman Khawaja,215155,c †Bairstow b Woakes,36,56,84,4,0,64.29,1
Steven Smith,267192,lbw b Woakes,92,161,264,14,0,57.14,1
Travis Head,530011,lbw b Broad,7,21,37,1,0,33.33,1
Matthew Wade,230193,c Burns b Broad,6,45,66,1,0,13.33,1
Tim Paine (c)†,7252,c Buttler b Archer,23,70,98,2,0,32.86,1
Pat Cummins,489889,c †Bairstow b Broad,20,80,137,3,0,25.0,1
Peter Siddle,7898,c †Bairstow b Woakes,9,31,40,1,0,29.03,1
Nathan Lyon,272279,lbw b Leach,6,17,28,0,0,35.29,1
Josh Hazlewood,288284,not out ,3,4,7,0,0,75.0,1
Rory Burns,398778,c †Paine b Siddle,29,52,99,3,0,55.77,2
Jason Roy,298438,c & b Cummins,2,13,20,0,0,15.38,2
Joe Root (c),303669,c †Paine b Cummins,0,1,2,0,0,0.0,2
Joe Denly,12454,c & b Siddle,26,51,67,4,0,50.98,2
Ben Stokes,311158,not out ,115,165,214,11,3,69.7,2
Jos Buttler,308967,c Hazlewood b Cummins,31,108,141,3,0,28.7,2
Jonny Bairstow †,297433,not out ,30,37,64,1,2,81.08,2
Cameron Bancroft,501011,lbw b Leach,16,40,69,2,0,40.0,3
David Warner,219889,c Burns b Archer,5,11,18,1,0,45.45,3
Usman Khawaja,215155,c †Bairstow b Archer,2,6,9,0,0,33.33,3
Marnus Labuschagne,787987,c Root b Leach,59,100,135,8,0,59.0,3
Travis Head,530011,not out ,42,90,137,9,0,46.67,3
Matthew Wade,230193,c Buttler b Leach,1,5,8,0,0,20.0,3
Tim Paine (c)†,7252,c Denly b Archer,4,17,16,1,0,23.53,3
Pat Cummins,489889,not out ,1,17,22,0,0,5.88,3
