Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Brendon McCullum (c),37737,lbw b Mohammad Nawaz,30,18,3,2,166.67,0
Sunil Narine,230558,c Anwar Ali b Rahat Ali,28,10,4,2,280.0,0
Fakhar Zaman,512191,c & b Archer,1,3,0,0,33.33,0
Cameron Delport,322810,c Anwar Ali b Mohammad Nawaz,15,8,0,2,187.5,0
Gulraiz Sadaf †,279506,c Hassan Khan b Archer,13,31,0,0,41.94,0
Umar Akmal,317273,lbw b Hassan Khan,1,2,0,0,50.0,0
Raza Hasan,343548,run out (Rossouw/†Sarfraz Ahmed),4,11,0,0,36.36,0
Sohail Akhtar,532424,not out ,20,27,1,1,74.07,0
Yasir Shah,43685,c †Sarfraz Ahmed b Watson,2,4,0,0,50.0,0
Shaheen Shah Afridi,1072470, b Archer,0,2,0,0,0.0,0
Mustafizur Rahman,330902,not out ,1,4,0,0,25.0,0
Asad Shafiq,316397,not out ,38,36,1,3,105.56,1
Shane Watson,8180, b Narine,66,42,5,5,157.14,1
Umar Amin,288211,not out ,13,7,2,0,185.71,1
