Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Usman Khan,1123428,lbw b Imran Tahir,81,50,64,10,3,162.0,0
Saim Ayub,1161031,c Khushdil Shah b Imran Tahir,23,18,40,2,1,127.78,0
Faf du Plessis,44828, b Sohail Khan,17,17,27,1,0,100.0,0
Azam Khan,1137262,lbw b Shahnawaz Dhani,17,10,22,2,1,170.0,0
Sarfaraz Ahmed (c)†,227760, b Imran Khan,3,4,7,0,0,75.0,0
Ben Cutting,230371,lbw b Shahnawaz Dhani,10,8,17,1,0,125.0,0
Mohammad Nawaz,348148,c †Mohammad Rizwan b Shahnawaz Dhani,20,10,15,4,0,200.0,0
Qais Ahmad,914171,not out ,2,3,12,0,0,66.67,0
Mohammad Rizwan (c)†,323389,c Mohammad Hasnain b Zahid Mahmood,66,50,92,7,2,132.0,1
James Vince,296597,c †Sarfaraz Ahmed b Qais Ahmad,24,21,40,4,0,114.29,1
Shan Masood,233901,lbw b Qais Ahmad,1,4,8,0,0,25.0,1
Rilee Rossouw,318845,c Usman Khan b Qais Ahmad,3,8,14,0,0,37.5,1
Sohaib Maqsood,43266,c Cutting b Mohammad Nawaz,2,4,6,0,0,50.0,1
Khushdil Shah,716733,c Saim Ayub b Mohammad Hasnain,19,12,20,3,0,158.33,1
Carlos Brathwaite,457249,c Cutting b Mohammad Hasnain,4,3,5,1,0,133.33,1
Sohail Khan,317252,c du Plessis b Zahid Mahmood,8,5,6,0,1,160.0,1
Imran Tahir,40618,run out (Zahid Mahmood/†Sarfaraz Ahmed),14,8,12,1,1,175.0,1
Imran Khan,316363,not out ,0,2,12,0,0,0.0,1
Shahnawaz Dhani,1203995,c du Plessis b Steyn,0,1,2,0,0,0.0,1
