Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hashim Amla,43906, b NLTC Perera,59,59,9,1,100.0,0
Quinton de Kock †,379143,c MDKJ Perera b Kumara,2,8,0,0,25.0,0
Reeza Hendricks,269280, b Kumara,102,89,8,1,114.61,0
Faf du Plessis (c),44828,c Lakmal b NLTC Perera,10,14,0,0,71.43,0
Jean-Paul Duminy,44932,c de Silva b NLTC Perera,92,70,8,4,131.43,0
David Miller,321777,c de Silva b NLTC Perera,51,47,5,1,108.51,0
Andile Phehlukwayo,540316,not out ,24,11,3,1,218.18,0
Wiaan Mulder,698189, b Dananjaya,2,3,0,0,66.67,0
Upul Tharanga,50747,c Mulder b Ngidi,19,17,1,1,111.76,1
Niroshan Dickwella †,429754,c du Plessis b Ngidi,10,10,2,0,100.0,1
Kusal Perera,300631,lbw b Phehlukwayo,27,17,4,0,158.82,1
Kusal Mendis,629074,c Mulder b Ngidi,31,34,4,0,91.18,1
Thisara Perera,233514,c †de Kock b Mulder,16,14,2,0,114.29,1
Angelo Mathews (c),49764,lbw b Shamsi,32,42,3,1,76.19,1
Dhananjaya de Silva,465793,c †de Kock b Phehlukwayo,84,66,8,3,127.27,1
Akila Dananjaya,574178,c Ngidi b Phehlukwayo,37,42,4,0,88.1,1
Suranga Lakmal,49619,c & b Ngidi,12,15,1,0,80.0,1
Prabath Jayasuriya,422871, b Shamsi,0,2,0,0,0.0,1
Lahiru Kumara,784375,not out ,7,13,1,0,53.85,1
