Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Mohammad Hafeez (c),41434,lbw b Hazlewood,4,13,18,0,0,30.77,0
Sharjeel Khan,227762, b Head,50,47,70,8,1,106.38,0
Babar Azam,348144,c Handscomb b Hazlewood,84,100,157,4,1,84.0,0
Asad Shafiq,316397,c Khawaja b Head,5,10,14,0,0,50.0,0
Shoaib Malik,42657,c †Wade b Stanlake,39,41,40,3,1,95.12,0
Umar Akmal,317273,c †Wade b Hazlewood,39,51,65,1,1,76.47,0
Imad Wasim,227758,c Head b Cummins,9,13,21,1,0,69.23,0
Mohammad Rizwan †,323389,not out ,14,19,20,1,0,73.68,0
Mohammad Amir,290948,not out ,4,6,15,0,0,66.67,0
David Warner,219889,c †Mohammad Rizwan b Junaid Khan,35,38,36,5,0,92.11,1
Usman Khawaja,215155,c †Mohammad Rizwan b Mohammad Amir,9,20,41,2,0,45.0,1
Steven Smith (c),267192,not out ,108,104,157,11,1,103.85,1
Peter Handscomb,334337,c †Mohammad Rizwan b Hasan Ali,82,84,127,6,0,97.62,1
Travis Head,530011,not out ,23,25,23,4,0,92.0,1
