Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kraigg Brathwaite,348024,c Taijul Islam b Mehidy Hasan Miraz,110,279,9,0,39.43,0
Devon Smith,52962,c Mominul Haque b Mehidy Hasan Miraz,2,22,0,0,9.09,0
Kieran Powell,252932,lbw b Mehidy Hasan Miraz,29,49,4,0,59.18,0
Shai Hope,581379,c †Nurul Hasan b Taijul Islam,29,79,2,0,36.71,0
Shimron Hetmyer,670025,c †Nurul Hasan b Abu Jayed,86,105,9,1,81.9,0
Roston Chase,391832,lbw b Abu Jayed,20,46,2,0,43.48,0
Shane Dowrich †,431905,c Mehidy Hasan Miraz b Taijul Islam,6,25,1,0,24.0,0
Jason Holder (c),391485,not out ,33,42,2,2,78.57,0
Keemo Paul,677081,c Mominul Haque b Mehidy Hasan Miraz,0,5,0,0,0.0,0
Miguel Cummins,556749,lbw b Mehidy Hasan Miraz,0,1,0,0,0.0,0
Shannon Gabriel,446101, b Abu Jayed,12,19,3,0,63.16,0
Tamim Iqbal,56194, b Paul,47,105,6,0,44.76,1
Liton Das,536936,lbw b Gabriel,12,18,2,0,66.67,1
Mominul Haque,373696,c Hope b Gabriel,0,2,0,0,0.0,1
Shakib Al Hasan (c),56143, b Holder,32,53,5,0,60.38,1
Mahmudullah,56025,lbw b Holder,0,2,0,0,0.0,1
Mushfiqur Rahim,56029,c Hope b Holder,24,57,5,0,42.11,1
Nurul Hasan †,410765,lbw b Paul,0,1,0,0,0.0,1
Mehidy Hasan Miraz,629063,lbw b Cummins,3,12,0,0,25.0,1
Taijul Islam,401057, b Holder,18,18,4,0,100.0,1
Kamrul Islam,375724,not out ,0,16,0,0,0.0,1
Abu Jayed,410763, b Holder,0,1,0,0,0.0,1
Kraigg Brathwaite,348024, b Shakib Al Hasan,8,26,0,0,30.77,2
Devon Smith,52962,st †Nurul Hasan b Shakib Al Hasan,16,36,3,0,44.44,2
Keemo Paul,677081,st †Nurul Hasan b Shakib Al Hasan,13,31,1,1,41.94,2
Kieran Powell,252932,lbw b Shakib Al Hasan,18,27,1,1,66.67,2
Shai Hope,581379,lbw b Taijul Islam,4,10,0,0,40.0,2
Shimron Hetmyer,670025,lbw b Abu Jayed,18,31,2,0,58.06,2
Roston Chase,391832, b Mehidy Hasan Miraz,32,60,2,1,53.33,2
Shane Dowrich †,431905,not out ,12,31,1,0,38.71,2
Jason Holder (c),391485,st †Nurul Hasan b Mehidy Hasan Miraz,1,10,0,0,10.0,2
Miguel Cummins,556749, b Shakib Al Hasan,1,5,0,0,20.0,2
Shannon Gabriel,446101, b Shakib Al Hasan,0,5,0,0,0.0,2
Tamim Iqbal,56194,lbw b Holder,0,7,0,0,0.0,3
Liton Das,536936,c Hope b Paul,33,33,6,0,100.0,3
Mominul Haque,373696,lbw b Chase,15,43,3,0,34.88,3
Shakib Al Hasan (c),56143, b Holder,54,81,10,0,66.67,3
Mahmudullah,56025,c Hope b Chase,4,10,0,0,40.0,3
Mushfiqur Rahim,56029, b Holder,31,36,6,0,86.11,3
Nurul Hasan †,410765,lbw b Holder,0,1,0,0,0.0,3
Mehidy Hasan Miraz,629063,c Smith b Gabriel,10,14,1,0,71.43,3
Taijul Islam,401057,not out ,13,22,2,0,59.09,3
Kamrul Islam,375724,lbw b Holder,0,2,0,0,0.0,3
Abu Jayed,410763, b Holder,0,5,0,0,0.0,3
